Date,Time,Dryer Air Temperature,Cooler Air Temperature,Air Flow Rate,Wet Product Feed Rate,Product Inlet Temperature,Residence Time,Vacuum,Steam Pressure,Fan Speed,Product Density,Final Product Temp,Final Moisture (%H2O)
27/07/2026,17:53,139.36,27.29,23.93,10.09,48.03,20.51,-1.06,4.79,1266,1.0269,42.70,0.0800
27/07/2026,17:54,139.36,27.40,23.88,10.11,47.97,20.52,-1.09,4.80,1264,1.0264,42.90,0.0799
27/07/2026,17:55,139.38,27.46,23.83,10.11,48.14,20.56,-1.11,4.82,1265,1.0261,42.97,0.0798
27/07/2026,17:56,139.41,27.50,23.86,10.11,48.08,20.56,-1.09,4.83,1259,1.0263,42.99,0.0802
27/07/2026,17:57,139.36,27.56,23.82,10.17,48.15,20.56,-1.06,4.80,1256,1.0262,43.03,0.0811
27/07/2026,17:58,139.41,27.59,23.78,10.19,48.12,20.58,-1.04,4.80,1255,1.0261,43.07,0.0809
27/07/2026,17:59,139.39,27.69,23.76,10.20,48.17,20.61,-1.00,4.81,1258,1.0261,43.01,0.0800
27/07/2026,18:00,139.51,27.71,23.74,10.16,48.16,20.60,-1.01,4.82,1262,1.0264,43.19,0.0797
27/07/2026,18:01,139.61,27.74,23.74,10.18,48.05,20.61,-0.99,4.81,1259,1.0263,43.38,0.0796
27/07/2026,18:02,139.56,27.72,23.76,10.20,48.02,20.56,-0.97,4.81,1257,1.0265,43.45,0.0797
27/07/2026,18:03,139.49,27.78,23.73,10.20,47.97,20.60,-0.97,4.80,1259,1.0265,43.49,0.0798
27/07/2026,18:04,139.49,27.79,23.76,10.24,47.96,20.58,-0.95,4.82,1257,1.0268,43.51,0.0797
27/07/2026,18:05,139.55,27.88,23.80,10.21,47.96,20.60,-0.95,4.81,1261,1.0272,43.44,0.0800
27/07/2026,18:06,139.56,27.92,23.86,10.20,47.95,20.58,-0.95,4.81,1264,1.0270,43.55,0.0800
27/07/2026,18:07,139.53,27.94,23.84,10.18,47.94,20.60,-0.93,4.80,1265,1.0272,43.40,0.0796
27/07/2026,18:08,139.52,27.93,23.79,10.22,47.96,20.55,-0.91,4.79,1257,1.0273,43.64,0.0799
27/07/2026,18:09,139.56,27.89,23.64,10.26,47.92,20.53,-0.94,4.79,1255,1.0271,43.71,0.0792
27/07/2026,18:10,139.61,28.01,23.54,10.23,47.90,20.58,-0.95,4.78,1257,1.0268,43.71,0.0793
27/07/2026,18:11,139.63,27.99,23.62,10.20,47.85,20.58,-0.93,4.78,1258,1.0269,43.72,0.0795
27/07/2026,18:12,139.61,27.98,23.64,10.15,47.82,20.54,-0.93,4.78,1256,1.0269,43.71,0.0803
27/07/2026,18:13,139.60,27.98,23.65,10.18,47.85,20.57,-0.94,4.79,1256,1.0271,43.65,0.0797
27/07/2026,18:14,139.58,28.03,23.63,10.21,47.83,20.58,-0.94,4.79,1260,1.0269,43.62,0.0802
27/07/2026,18:15,139.61,28.07,23.61,10.22,47.82,20.55,-0.93,4.78,1260,1.0270,43.60,0.0806
27/07/2026,18:16,139.61,28.07,23.58,10.23,47.94,20.53,-0.93,4.78,1256,1.0267,43.64,0.0798
27/07/2026,18:17,139.61,28.09,23.59,10.29,47.90,20.54,-0.92,4.78,1258,1.0267,43.77,0.0793
27/07/2026,18:18,139.55,28.07,23.58,10.30,47.87,20.55,-0.93,4.78,1260,1.0263,43.70,0.0796
27/07/2026,18:19,139.49,28.08,23.64,10.28,47.86,20.54,-0.94,4.78,1266,1.0263,43.68,0.0799
27/07/2026,18:20,139.49,28.02,23.63,10.29,47.91,20.51,-0.94,4.77,1260,1.0264,43.62,0.0796
27/07/2026,18:21,139.48,27.96,23.67,10.28,47.99,20.52,-0.95,4.77,1258,1.0266,43.58,0.0803
27/07/2026,18:22,139.45,28.01,23.65,10.27,48.03,20.52,-0.94,4.78,1255,1.0268,43.69,0.0799
27/07/2026,18:23,139.41,27.98,23.65,10.21,48.20,20.52,-0.95,4.77,1262,1.0271,43.59,0.0801
27/07/2026,18:24,139.39,27.99,23.68,10.24,48.35,20.48,-0.97,4.76,1263,1.0268,43.68,0.0796
27/07/2026,18:25,139.45,28.04,23.67,10.19,48.44,20.48,-0.96,4.74,1259,1.0267,43.81,0.0796
27/07/2026,18:26,139.39,28.05,23.70,10.20,48.48,20.47,-0.93,4.75,1260,1.0269,43.87,0.0799
27/07/2026,18:27,139.52,27.98,23.73,10.22,48.42,20.48,-0.98,4.77,1259,1.0268,43.94,0.0801
27/07/2026,18:28,139.49,27.99,23.74,10.22,48.44,20.44,-1.00,4.76,1262,1.0266,43.95,0.0806
27/07/2026,18:29,139.48,28.04,23.75,10.19,48.48,20.42,-1.02,4.77,1259,1.0268,43.86,0.0806
27/07/2026,18:30,139.44,28.07,23.74,10.18,48.50,20.43,-1.02,4.79,1267,1.0271,43.93,0.0802
27/07/2026,18:31,139.42,28.05,23.72,10.21,48.52,20.44,-0.97,4.79,1269,1.0268,44.00,0.0805
27/07/2026,18:32,139.45,28.04,23.76,10.20,48.47,20.46,-0.99,4.79,1272,1.0268,44.00,0.0806
27/07/2026,18:33,139.36,28.04,23.77,10.20,48.43,20.43,-1.01,4.80,1272,1.0264,43.92,0.0807
27/07/2026,18:34,139.35,28.01,23.76,10.21,48.39,20.43,-0.99,4.77,1270,1.0259,43.92,0.0808
27/07/2026,18:35,139.34,27.98,23.83,10.21,48.45,20.44,-0.98,4.78,1270,1.0261,44.05,0.0804
27/07/2026,18:36,139.37,27.95,23.87,10.22,48.44,20.49,-0.99,4.78,1264,1.0262,44.04,0.0807
27/07/2026,18:37,139.42,27.96,23.85,10.19,48.49,20.48,-1.01,4.76,1264,1.0262,43.99,0.0807
27/07/2026,18:38,139.41,27.96,23.80,10.15,48.54,20.44,-1.01,4.75,1262,1.0263,43.96,0.0814
27/07/2026,18:39,139.48,27.94,23.85,10.13,48.55,20.46,-1.03,4.75,1265,1.0267,43.96,0.0811
27/07/2026,18:40,139.43,27.85,23.83,10.16,48.38,20.43,-1.03,4.75,1263,1.0264,43.94,0.0818
27/07/2026,18:41,139.41,27.79,23.82,10.13,48.35,20.48,-1.01,4.75,1261,1.0261,43.99,0.0824
27/07/2026,18:42,139.39,27.82,23.82,10.11,48.38,20.46,-1.03,4.75,1262,1.0261,44.04,0.0824
27/07/2026,18:43,139.33,27.87,23.86,10.08,48.44,20.49,-1.05,4.76,1264,1.0265,43.96,0.0826
27/07/2026,18:44,139.37,27.91,23.84,10.09,48.41,20.52,-1.06,4.77,1269,1.0262,43.92,0.0831
27/07/2026,18:45,139.37,27.92,23.85,10.06,48.48,20.47,-1.07,4.78,1269,1.0263,43.84,0.0825
27/07/2026,18:46,139.35,27.93,23.94,10.10,48.54,20.50,-1.06,4.79,1266,1.0267,43.79,0.0828
27/07/2026,18:47,139.42,27.93,23.95,10.12,48.47,20.46,-1.06,4.80,1266,1.0270,43.81,0.0829
27/07/2026,18:48,139.45,27.95,23.88,10.11,48.50,20.49,-1.06,4.81,1267,1.0266,44.00,0.0828
27/07/2026,18:49,139.43,27.94,23.94,10.10,48.43,20.52,-1.03,4.82,1266,1.0269,43.87,0.0829
27/07/2026,18:50,139.42,27.94,23.94,10.12,48.37,20.53,-1.02,4.81,1266,1.0268,43.84,0.0823
27/07/2026,18:51,139.46,27.97,23.96,10.11,48.40,20.54,-1.02,4.81,1268,1.0266,43.96,0.0822
27/07/2026,18:52,139.45,27.99,23.92,10.12,48.34,20.58,-1.04,4.81,1270,1.0263,43.95,0.0816
27/07/2026,18:53,139.40,27.98,23.92,10.13,48.29,20.56,-1.03,4.80,1265,1.0261,43.93,0.0816
27/07/2026,18:54,139.38,28.00,23.94,10.10,48.14,20.56,-1.03,4.78,1266,1.0261,43.93,0.0822
27/07/2026,18:55,139.32,27.94,23.96,10.12,48.17,20.57,-1.02,4.78,1268,1.0260,43.91,0.0814
27/07/2026,18:56,139.42,27.97,23.97,10.17,48.16,20.53,-1.01,4.77,1266,1.0260,43.90,0.0821
27/07/2026,18:57,139.36,27.91,24.00,10.16,48.17,20.52,-1.01,4.77,1270,1.0260,43.84,0.0819
27/07/2026,18:58,139.38,27.97,23.99,10.18,48.33,20.52,-0.99,4.77,1274,1.0260,43.84,0.0819
27/07/2026,18:59,139.44,27.95,24.04,10.18,48.38,20.50,-0.98,4.77,1278,1.0260,43.87,0.0815
27/07/2026,19:00,139.40,27.92,24.08,10.19,48.32,20.51,-1.01,4.77,1275,1.0263,43.90,0.0810
27/07/2026,19:01,139.29,27.86,24.11,10.20,48.38,20.50,-1.01,4.79,1272,1.0265,43.88,0.0811
27/07/2026,19:02,139.27,27.87,24.13,10.19,48.36,20.50,-1.02,4.78,1273,1.0262,43.88,0.0810
27/07/2026,19:03,139.30,27.82,24.11,10.16,48.42,20.53,-1.03,4.77,1273,1.0265,43.90,0.0813
27/07/2026,19:04,139.25,27.80,24.10,10.23,48.37,20.55,-1.03,4.79,1270,1.0263,43.94,0.0817
27/07/2026,19:05,139.33,27.80,24.08,10.21,48.45,20.55,-1.02,4.78,1272,1.0266,43.81,0.0820
27/07/2026,19:06,139.32,27.76,23.98,10.22,48.44,20.54,-1.03,4.78,1275,1.0268,43.87,0.0820
27/07/2026,19:07,139.33,27.77,24.00,10.24,48.32,20.56,-1.06,4.77,1273,1.0267,43.90,0.0816
27/07/2026,19:08,139.34,27.75,23.96,10.24,48.36,20.55,-1.04,4.78,1271,1.0269,43.80,0.0808
27/07/2026,19:09,139.34,27.72,23.95,10.23,48.31,20.52,-1.01,4.78,1271,1.0272,43.83,0.0814
27/07/2026,19:10,139.38,27.74,23.97,10.22,48.26,20.55,-0.99,4.79,1272,1.0273,43.81,0.0816
27/07/2026,19:11,139.36,27.76,23.95,10.22,48.27,20.52,-0.97,4.78,1271,1.0275,43.94,0.0812
27/07/2026,19:12,139.39,27.79,23.89,10.21,48.42,20.56,-0.96,4.78,1271,1.0279,43.77,0.0815
27/07/2026,19:13,139.42,27.80,23.87,10.16,48.33,20.57,-0.98,4.79,1267,1.0280,43.85,0.0815
27/07/2026,19:14,139.46,27.82,23.89,10.19,48.41,20.55,-0.98,4.78,1269,1.0278,44.01,0.0814
27/07/2026,19:15,139.37,27.76,23.89,10.20,48.37,20.54,-0.98,4.80,1264,1.0273,44.05,0.0817
27/07/2026,19:16,139.34,27.76,23.87,10.21,48.43,20.53,-1.00,4.79,1265,1.0268,44.13,0.0822
27/07/2026,19:17,139.35,27.70,23.87,10.16,48.58,20.56,-0.97,4.79,1265,1.0269,44.11,0.0819
27/07/2026,19:18,139.33,27.61,23.92,10.20,48.57,20.56,-0.97,4.79,1260,1.0266,44.18,0.0820
27/07/2026,19:19,139.34,27.63,23.91,10.19,48.46,20.55,-0.97,4.81,1264,1.0268,44.16,0.0821
27/07/2026,19:20,139.33,27.58,23.89,10.18,48.48,20.56,-0.97,4.80,1266,1.0268,44.15,0.0816
27/07/2026,19:21,139.32,27.57,23.99,10.23,48.54,20.53,-0.97,4.79,1269,1.0267,43.88,0.0821
27/07/2026,19:22,139.28,27.49,24.00,10.20,48.53,20.50,-0.98,4.79,1267,1.0267,43.91,0.0818
27/07/2026,19:23,139.23,27.57,24.04,10.18,48.52,20.47,-0.96,4.79,1264,1.0268,43.91,0.0814
27/07/2026,19:24,139.18,27.57,24.06,10.18,48.45,20.52,-0.99,4.79,1267,1.0269,43.98,0.0816
27/07/2026,19:25,139.21,27.51,24.06,10.19,48.39,20.53,-0.97,4.80,1268,1.0268,44.01,0.0815
27/07/2026,19:26,139.23,27.48,24.07,10.21,48.38,20.52,-1.03,4.80,1273,1.0271,43.87,0.0813
27/07/2026,19:27,139.30,27.44,24.05,10.23,48.48,20.50,-1.01,4.80,1273,1.0273,43.74,0.0812
27/07/2026,19:28,139.37,27.47,24.08,10.21,48.60,20.48,-0.99,4.80,1273,1.0275,43.83,0.0809
27/07/2026,19:29,139.36,27.49,24.08,10.21,48.61,20.55,-1.00,4.80,1276,1.0277,43.67,0.0812
27/07/2026,19:30,139.35,27.52,24.07,10.19,48.64,20.54,-1.01,4.80,1276,1.0276,43.73,0.0813
27/07/2026,19:31,139.33,27.50,24.09,10.19,48.68,20.52,-1.04,4.81,1277,1.0277,43.73,0.0816
27/07/2026,19:32,139.32,27.46,24.05,10.18,48.67,20.54,-1.03,4.81,1274,1.0274,43.87,0.0817
27/07/2026,19:33,139.27,27.45,24.08,10.17,48.63,20.59,-1.04,4.81,1275,1.0271,43.94,0.0816
27/07/2026,19:34,139.30,27.44,24.11,10.12,48.63,20.65,-1.04,4.81,1277,1.0265,43.97,0.0815
27/07/2026,19:35,139.31,27.39,24.12,10.13,48.58,20.67,-1.07,4.82,1282,1.0268,43.95,0.0818
27/07/2026,19:36,139.28,27.36,24.09,10.07,48.57,20.63,-1.04,4.82,1280,1.0268,44.02,0.0817
27/07/2026,19:37,139.29,27.36,24.07,10.11,48.58,20.64,-1.06,4.82,1284,1.0270,43.87,0.0817
27/07/2026,19:38,139.37,27.42,24.09,10.10,48.62,20.64,-1.08,4.82,1287,1.0271,43.91,0.0818
27/07/2026,19:39,139.41,27.44,24.09,10.08,48.58,20.67,-1.08,4.83,1286,1.0269,43.90,0.0814
27/07/2026,19:40,139.29,27.47,24.08,10.11,48.62,20.71,-1.07,4.83,1284,1.0267,43.72,0.0812
27/07/2026,19:41,139.34,27.45,24.02,10.12,48.59,20.69,-1.06,4.82,1284,1.0270,43.81,0.0815
27/07/2026,19:42,139.31,27.43,24.06,10.13,48.63,20.64,-1.08,4.83,1289,1.0272,43.80,0.0812
27/07/2026,19:43,139.41,27.40,24.11,10.16,48.60,20.65,-1.09,4.83,1291,1.0269,43.73,0.0818
27/07/2026,19:44,139.46,27.35,24.14,10.17,48.71,20.69,-1.10,4.83,1290,1.0270,43.94,0.0810
27/07/2026,19:45,139.42,27.34,24.17,10.12,48.72,20.65,-1.12,4.83,1289,1.0269,43.96,0.0815
27/07/2026,19:46,139.42,27.33,24.14,10.10,48.70,20.64,-1.12,4.82,1285,1.0271,44.07,0.0813
27/07/2026,19:47,139.45,27.29,24.17,10.08,48.74,20.62,-1.12,4.83,1287,1.0274,44.09,0.0810
27/07/2026,19:48,139.57,27.24,24.21,10.08,48.73,20.61,-1.14,4.80,1288,1.0273,43.94,0.0805
27/07/2026,19:49,139.61,27.23,24.20,10.11,48.58,20.60,-1.14,4.80,1287,1.0270,43.84,0.0803
27/07/2026,19:50,139.60,27.15,24.20,10.14,48.54,20.60,-1.13,4.79,1289,1.0267,43.76,0.0797
27/07/2026,19:51,139.64,27.14,24.15,10.14,48.55,20.57,-1.13,4.78,1285,1.0267,43.68,0.0793
27/07/2026,19:52,139.70,27.12,24.21,10.09,48.51,20.57,-1.12,4.78,1282,1.0271,43.61,0.0791
27/07/2026,19:53,139.69,27.13,24.17,10.08,48.49,20.60,-1.12,4.80,1281,1.0273,43.70,0.0792
27/07/2026,19:54,139.70,27.13,24.24,10.09,48.49,20.56,-1.12,4.80,1287,1.0269,43.62,0.0791
27/07/2026,19:55,139.65,27.12,24.28,10.09,48.46,20.59,-1.14,4.80,1288,1.0268,43.67,0.0790
27/07/2026,19:56,139.71,27.13,24.22,10.09,48.43,20.64,-1.11,4.80,1282,1.0270,43.78,0.0785
27/07/2026,19:57,139.64,27.07,24.21,10.07,48.47,20.68,-1.08,4.79,1281,1.0270,43.68,0.0774
27/07/2026,19:58,139.60,27.04,24.17,10.04,48.45,20.71,-1.08,4.79,1279,1.0267,43.61,0.0773
27/07/2026,19:59,139.60,27.04,24.22,10.08,48.50,20.72,-1.05,4.81,1280,1.0267,43.63,0.0765
27/07/2026,20:00,139.67,27.06,24.17,10.05,48.40,20.70,-1.05,4.81,1276,1.0265,43.58,0.0762
27/07/2026,20:01,139.61,27.06,24.21,10.05,48.28,20.73,-1.05,4.84,1279,1.0265,43.66,0.0759
27/07/2026,20:02,139.56,27.03,24.29,10.08,48.35,20.73,-1.06,4.84,1283,1.0267,43.64,0.0759
27/07/2026,20:03,139.66,27.00,24.31,10.08,48.26,20.73,-1.05,4.84,1284,1.0264,43.70,0.0761
27/07/2026,20:04,139.65,26.96,24.27,10.10,48.29,20.76,-1.09,4.83,1284,1.0266,43.67,0.0760
27/07/2026,20:05,139.61,26.95,24.27,10.12,48.19,20.73,-1.08,4.83,1285,1.0267,43.59,0.0766
27/07/2026,20:06,139.67,27.02,24.27,10.12,48.22,20.77,-1.10,4.82,1285,1.0267,43.57,0.0768
27/07/2026,20:07,139.74,26.96,24.25,10.11,48.21,20.73,-1.09,4.82,1283,1.0269,43.58,0.0773
27/07/2026,20:08,139.78,26.96,24.22,10.16,48.22,20.70,-1.10,4.80,1280,1.0268,43.57,0.0774
27/07/2026,20:09,139.76,26.90,24.22,10.10,48.16,20.71,-1.06,4.79,1280,1.0267,43.57,0.0774
27/07/2026,20:10,139.74,26.86,24.22,10.08,48.21,20.70,-1.08,4.79,1278,1.0267,43.55,0.0774
27/07/2026,20:11,139.75,26.84,24.24,10.12,48.24,20.70,-1.09,4.79,1279,1.0266,43.65,0.0776
27/07/2026,20:12,139.79,26.79,24.22,10.13,48.16,20.71,-1.11,4.80,1277,1.0268,43.58,0.0771
27/07/2026,20:13,139.79,26.73,24.21,10.16,48.23,20.68,-1.10,4.80,1277,1.0270,43.63,0.0778
27/07/2026,20:14,139.81,26.72,24.21,10.14,48.25,20.68,-1.08,4.81,1275,1.0271,43.54,0.0776
27/07/2026,20:15,139.87,26.69,24.18,10.16,48.25,20.72,-1.09,4.81,1278,1.0269,43.61,0.0777
27/07/2026,20:16,139.79,26.67,24.21,10.19,48.24,20.72,-1.09,4.80,1281,1.0268,43.54,0.0776
27/07/2026,20:17,139.84,26.69,24.20,10.22,48.26,20.72,-1.08,4.80,1276,1.0264,43.51,0.0776
27/07/2026,20:18,139.85,26.64,24.19,10.21,48.33,20.73,-1.09,4.80,1277,1.0262,43.62,0.0776
27/07/2026,20:19,139.79,26.61,24.18,10.21,48.32,20.74,-1.11,4.82,1278,1.0260,43.63,0.0771
27/07/2026,20:20,139.80,26.53,24.15,10.17,48.35,20.75,-1.12,4.83,1278,1.0263,43.60,0.0766
27/07/2026,20:21,139.76,26.54,24.12,10.17,48.47,20.74,-1.10,4.82,1275,1.0262,43.68,0.0766
27/07/2026,20:22,139.67,26.52,24.16,10.19,48.37,20.72,-1.10,4.82,1276,1.0261,43.76,0.0763
27/07/2026,20:23,139.69,26.52,24.13,10.19,48.35,20.70,-1.13,4.81,1272,1.0260,43.62,0.0764
27/07/2026,20:24,139.62,26.50,24.11,10.23,48.51,20.70,-1.16,4.84,1275,1.0264,43.61,0.0769
27/07/2026,20:25,139.66,26.49,24.14,10.26,48.66,20.71,-1.17,4.83,1275,1.0261,43.58,0.0767
27/07/2026,20:26,139.59,26.45,24.14,10.25,48.74,20.70,-1.15,4.81,1276,1.0263,43.55,0.0767
27/07/2026,20:27,139.68,26.43,24.17,10.29,48.85,20.68,-1.11,4.83,1274,1.0264,43.57,0.0769
27/07/2026,20:28,139.64,26.44,24.10,10.32,48.86,20.68,-1.11,4.83,1276,1.0269,43.45,0.0771
27/07/2026,20:29,139.67,26.44,24.10,10.31,48.85,20.69,-1.10,4.83,1278,1.0271,43.36,0.0772
27/07/2026,20:30,139.60,26.40,24.10,10.31,48.86,20.66,-1.11,4.84,1277,1.0273,43.36,0.0775
27/07/2026,20:31,139.59,26.41,24.19,10.32,48.72,20.68,-1.11,4.85,1277,1.0272,43.47,0.0773
27/07/2026,20:32,139.55,26.39,24.18,10.30,48.74,20.70,-1.08,4.84,1271,1.0274,43.43,0.0775
27/07/2026,20:33,139.63,26.38,24.12,10.30,48.79,20.72,-1.08,4.83,1274,1.0269,43.49,0.0779
27/07/2026,20:34,139.65,26.39,24.11,10.27,48.86,20.70,-1.08,4.81,1272,1.0264,43.48,0.0778
27/07/2026,20:35,139.64,26.35,24.02,10.25,48.91,20.67,-1.09,4.81,1275,1.0263,43.50,0.0777
27/07/2026,20:36,139.64,26.33,23.95,10.28,48.95,20.66,-1.10,4.81,1274,1.0259,43.59,0.0775
27/07/2026,20:37,139.63,26.30,23.99,10.28,48.96,20.63,-1.08,4.82,1268,1.0258,43.50,0.0773
27/07/2026,20:38,139.65,26.37,24.06,10.26,48.87,20.60,-1.08,4.83,1267,1.0260,43.46,0.0774
27/07/2026,20:39,139.65,26.31,24.08,10.26,48.92,20.57,-1.08,4.83,1269,1.0259,43.58,0.0774
27/07/2026,20:40,139.59,26.26,24.09,10.23,48.92,20.58,-1.05,4.81,1269,1.0260,43.56,0.0774
27/07/2026,20:41,139.59,26.21,24.04,10.24,48.88,20.59,-1.03,4.80,1268,1.0260,43.60,0.0775
27/07/2026,20:42,139.59,26.22,24.06,10.27,48.80,20.60,-1.02,4.80,1266,1.0260,43.56,0.0775
27/07/2026,20:43,139.59,26.25,24.03,10.25,48.57,20.60,-1.03,4.82,1270,1.0263,43.39,0.0776
27/07/2026,20:44,139.57,26.20,24.01,10.26,48.62,20.58,-1.03,4.82,1274,1.0260,43.39,0.0775
27/07/2026,20:45,139.62,26.18,23.94,10.30,48.49,20.57,-1.04,4.82,1275,1.0260,43.42,0.0774
27/07/2026,20:46,139.66,26.15,23.94,10.30,48.47,20.55,-1.02,4.81,1278,1.0261,43.37,0.0773
27/07/2026,20:47,139.53,26.15,23.98,10.29,48.45,20.57,-1.01,4.82,1277,1.0263,43.25,0.0780
27/07/2026,20:48,139.58,26.24,23.93,10.27,48.49,20.61,-0.99,4.83,1272,1.0266,43.37,0.0782
27/07/2026,20:49,139.64,26.20,24.04,10.25,48.59,20.61,-1.01,4.83,1277,1.0264,43.49,0.0780
27/07/2026,20:50,139.68,26.23,24.03,10.25,48.60,20.56,-1.04,4.83,1284,1.0265,43.55,0.0777
27/07/2026,20:51,139.66,26.23,24.00,10.29,48.60,20.57,-1.03,4.85,1279,1.0267,43.57,0.0779
27/07/2026,20:52,139.62,26.19,23.97,10.30,48.70,20.59,-1.02,4.84,1277,1.0265,43.64,0.0779
27/07/2026,20:53,139.57,26.15,23.99,10.29,48.71,20.61,-1.02,4.84,1281,1.0263,43.74,0.0781
27/07/2026,20:54,139.62,26.08,24.01,10.26,48.63,20.62,-1.04,4.85,1278,1.0263,43.54,0.0783
27/07/2026,20:55,139.59,26.08,23.99,10.27,48.60,20.59,-1.05,4.84,1278,1.0261,43.69,0.0781
27/07/2026,20:56,139.58,26.07,23.96,10.25,48.51,20.59,-1.04,4.85,1277,1.0263,43.66,0.0778
27/07/2026,20:57,139.54,26.08,24.00,10.29,48.52,20.59,-1.07,4.84,1281,1.0265,43.75,0.0781
27/07/2026,20:58,139.55,26.09,24.04,10.29,48.62,20.55,-1.07,4.83,1283,1.0267,43.72,0.0779
27/07/2026,20:59,139.59,26.06,24.11,10.25,48.61,20.54,-1.09,4.84,1285,1.0264,43.79,0.0781
27/07/2026,21:00,139.58,26.07,24.13,10.23,48.60,20.57,-1.09,4.85,1282,1.0262,43.63,0.0776
27/07/2026,21:01,139.57,26.10,24.15,10.25,48.62,20.56,-1.08,4.84,1281,1.0262,43.66,0.0780
27/07/2026,21:02,139.63,26.02,24.20,10.23,48.60,20.56,-1.06,4.84,1279,1.0265,43.72,0.0782
27/07/2026,21:03,139.62,25.96,24.18,10.27,48.54,20.56,-1.08,4.83,1277,1.0265,43.75,0.0785
27/07/2026,21:04,139.54,25.93,24.15,10.27,48.60,20.54,-1.13,4.83,1275,1.0263,43.82,0.0790
27/07/2026,21:05,139.57,25.91,24.16,10.30,48.67,20.57,-1.10,4.83,1275,1.0262,43.69,0.0790
27/07/2026,21:06,139.55,25.91,24.15,10.31,48.57,20.57,-1.06,4.82,1272,1.0264,43.67,0.0795
27/07/2026,21:07,139.53,25.86,24.12,10.25,48.55,20.56,-1.06,4.83,1270,1.0263,43.81,0.0793
27/07/2026,21:08,139.55,25.82,24.09,10.25,48.63,20.58,-1.02,4.81,1264,1.0265,43.73,0.0792
27/07/2026,21:09,139.57,25.86,24.08,10.27,48.52,20.56,-1.03,4.81,1268,1.0268,43.70,0.0790
27/07/2026,21:10,139.53,25.84,24.08,10.23,48.49,20.58,-1.03,4.81,1267,1.0267,43.63,0.0790
27/07/2026,21:11,139.55,25.86,24.01,10.22,48.38,20.55,-1.01,4.82,1264,1.0269,43.64,0.0794
27/07/2026,21:12,139.55,25.81,23.98,10.23,48.21,20.54,-0.99,4.83,1258,1.0267,43.47,0.0794
27/07/2026,21:13,139.56,25.80,23.92,10.25,48.28,20.54,-0.99,4.83,1257,1.0267,43.51,0.0798
27/07/2026,21:14,139.61,25.77,23.91,10.25,48.17,20.51,-0.95,4.83,1260,1.0265,43.42,0.0794
