Date,Time,Dryer Air Temperature,Cooler Air Temperature,Air Flow Rate,Wet Product Feed Rate,Product Inlet Temperature,Residence Time,Vacuum,Steam Pressure,Fan Speed,Product Density,Final Product Temp,Final Moisture (%H2O),Operating Regime,Disturbance State,Data Source
2026-07-14,21:02:55,176.285965,28.628584,23779.763672,25.396404,62.668488,24.653507,47.906689,8.140316,1316.723999,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:00,176.298111,28.643509,23783.693359,25.398909,62.666061,24.652794,47.913601,8.144331,1316.858032,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:05,176.294586,28.643955,23774.580078,25.400154,62.663773,24.653105,47.907787,8.145126,1316.800171,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:10,176.285004,28.643229,23775.505859,25.397015,62.666096,24.654202,47.895199,8.142660,1316.733765,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:15,176.283096,28.646498,23757.296875,25.397551,62.665012,24.655205,47.873245,8.142962,1316.019775,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:20,176.278931,28.649132,23760.517578,25.404598,62.669285,24.657551,47.873123,8.144331,1316.142700,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:25,176.280121,28.643349,23762.703125,25.406786,62.667702,24.659872,47.872391,8.145973,1316.278809,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:30,176.283051,28.649290,23777.705078,25.409784,62.664295,24.659679,47.887665,8.148156,1316.700073,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:35,176.278397,28.651644,23786.003906,25.413013,62.668137,24.656067,47.914829,8.147083,1316.731812,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:40,176.277695,28.651850,23787.003906,25.412865,62.664673,24.657717,47.918507,8.146983,1316.694824,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:45,176.256363,28.650194,23795.951172,25.414856,62.667576,24.659889,47.928780,8.143741,1317.174072,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:50,176.256760,28.647680,23804.160156,25.409346,62.667885,24.658356,47.923561,8.139766,1317.175659,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:03:55,176.280746,28.649254,23799.726562,25.405537,62.668568,24.661062,47.919418,8.137672,1316.964355,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:00,176.272247,28.646410,23796.562500,25.403044,62.662384,24.659361,47.920574,8.134840,1316.810913,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:05,176.283920,28.642467,23803.865234,25.400539,62.662182,24.658813,47.925247,8.134312,1316.910034,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:10,176.285294,28.642977,23797.535156,25.398701,62.661427,24.655022,47.910427,8.133979,1316.886475,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:15,176.260361,28.638340,23802.222656,25.401457,62.659824,24.657679,47.916740,8.130740,1317.275513,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:20,176.278381,28.636229,23784.875000,25.399736,62.659336,24.660456,47.887806,8.126998,1316.603271,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:25,176.275970,28.641468,23781.029297,25.401134,62.661076,24.657368,47.890060,8.129080,1316.577759,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:30,176.267654,28.639404,23779.894531,25.396049,62.655800,24.658951,47.887005,8.127017,1316.421631,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:35,176.270264,28.637934,23768.505859,25.390060,62.666798,24.655319,47.877674,8.125484,1316.010132,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:40,176.264618,28.639656,23763.806641,25.388540,62.663036,24.659092,47.877163,8.125738,1315.910522,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:45,176.288803,28.642164,23761.111328,25.390165,62.661766,24.658949,47.868584,8.126340,1315.861938,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:50,176.285004,28.630869,23752.181641,25.388193,62.657543,24.657177,47.866501,8.126036,1315.851807,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:04:55,176.270111,28.633108,23750.765625,25.392200,62.655918,24.655935,47.859283,8.125556,1316.014771,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:00,176.267258,28.631359,23751.509766,25.394684,62.656845,24.655247,47.866283,8.123276,1316.170044,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:05,176.273407,28.624165,23747.810547,25.393230,62.647461,24.655085,47.874653,8.122808,1316.031250,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:10,176.269348,28.632233,23751.173828,25.394979,62.640537,24.647398,47.877037,8.126307,1316.335693,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:15,176.278625,28.634844,23738.322266,25.393902,62.640453,24.646496,47.859383,8.126876,1316.075562,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:20,176.279007,28.638008,23740.240234,25.397940,62.644669,24.647520,47.856445,8.127910,1316.317261,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:25,176.259293,28.639593,23737.892578,25.404648,62.646339,24.647890,47.847733,8.127852,1316.344971,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:30,176.265182,28.637316,23727.308594,25.405664,62.646389,24.642960,47.832474,8.131977,1316.068237,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:35,176.244370,28.625319,23731.421875,25.406647,62.650681,24.638418,47.827221,8.130177,1316.080322,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:40,176.245544,28.623400,23728.998047,25.402231,62.655144,24.642513,47.819607,8.130359,1315.982422,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:45,176.232956,28.613813,23737.107422,25.400707,62.661007,24.646399,47.823215,8.130104,1316.440918,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:50,176.230133,28.617599,23751.095703,25.402153,62.671127,24.645727,47.833458,8.132297,1316.966553,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:05:55,176.234619,28.622368,23748.349609,25.397089,62.673229,24.648060,47.841091,8.133936,1316.907349,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:00,176.243668,28.623711,23746.923828,25.398127,62.668404,24.647030,47.850132,8.135503,1316.909302,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:05,176.237137,28.621595,23752.205078,25.395905,62.662773,24.648849,47.858368,8.130995,1316.942261,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:10,176.223495,28.611553,23751.189453,25.394386,62.661453,24.653919,47.851341,8.127320,1316.836792,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:15,176.228760,28.609495,23754.376953,25.393118,62.661602,24.659597,47.850048,8.126400,1317.082520,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:20,176.219193,28.607044,23759.546875,25.390331,62.667313,24.656858,47.858219,8.122945,1317.091064,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:25,176.242340,28.612770,23759.027344,25.388388,62.675797,24.652761,47.842659,8.122071,1317.022705,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:30,176.242447,28.608992,23772.111328,25.385984,62.672516,24.647839,47.848534,8.124722,1317.445801,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:35,176.260284,28.606777,23777.859375,25.384501,62.673985,24.652224,47.870171,8.125077,1317.797119,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:40,176.229614,28.607487,23776.572266,25.388189,62.677944,24.649292,47.871620,8.123354,1317.629639,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:45,176.241470,28.605921,23775.562500,25.394297,62.681240,24.643887,47.877930,8.121175,1317.947754,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:50,176.226761,28.605162,23773.031250,25.395853,62.685661,24.642794,47.882175,8.119724,1317.882202,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:06:55,176.241898,28.611223,23764.328125,25.392887,62.680603,24.646618,47.879768,8.123013,1317.645508,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:00,176.250595,28.609280,23764.914062,25.391920,62.684044,24.649406,47.877930,8.123182,1317.595459,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:05,176.240814,28.602859,23754.603516,25.393076,62.684875,24.647310,47.869900,8.119678,1317.364624,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:10,176.230988,28.604410,23766.791016,25.396389,62.686302,24.648447,47.882523,8.122056,1317.554199,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:15,176.237503,28.597334,23765.578125,25.395041,62.683910,24.651072,47.878925,8.127388,1317.278198,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:20,176.230774,28.600641,23772.740234,25.396059,62.686028,24.653456,47.887726,8.126686,1317.472778,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:25,176.230698,28.601137,23778.613281,25.399811,62.685314,24.653540,47.897194,8.126842,1317.786865,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:30,176.228165,28.596502,23774.548828,25.398085,62.693676,24.651373,47.893681,8.125871,1317.779663,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:35,176.217270,28.595575,23772.031250,25.402143,62.691631,24.652189,47.896137,8.126088,1318.125000,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:40,176.211349,28.597321,23772.679688,25.402695,62.687408,24.651424,47.892548,8.124959,1317.781006,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:45,176.206207,28.597752,23780.974609,25.406013,62.681576,24.648651,47.891151,8.127358,1317.884155,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:50,176.200974,28.594772,23790.814453,25.403408,62.676582,24.656637,47.919720,8.128017,1318.148926,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:07:55,176.213440,28.590961,23795.841797,25.400837,62.672386,24.652699,47.916637,8.130848,1318.044556,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:00,176.242325,28.591404,23790.935547,25.403910,62.675911,24.647160,47.918674,8.134161,1317.768677,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:05,176.226959,28.589088,23806.552734,25.414776,62.673328,24.640226,47.945515,8.137321,1318.324951,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:10,176.231873,28.593950,23814.363281,25.410610,62.669491,24.643684,47.945808,8.137657,1318.134033,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:15,176.234421,28.589760,23814.570312,25.411219,62.672112,24.643675,47.954414,8.139180,1318.390625,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:20,176.215118,28.596373,23813.917969,25.409021,62.670685,24.645758,47.954884,8.138283,1318.367065,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:25,176.224258,28.600445,23811.408203,25.405422,62.668072,24.646845,47.947548,8.138228,1318.339722,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:30,176.224579,28.597225,23811.087891,25.406397,62.667217,24.651924,47.946613,8.140162,1318.116821,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:35,176.235001,28.591639,23803.099609,25.405884,62.660095,24.656490,47.943913,8.140733,1317.974976,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:40,176.214966,28.587027,23796.724609,25.406738,62.662930,24.660484,47.934277,8.136016,1317.771484,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:45,176.217865,28.583603,23806.691406,25.404095,62.665630,24.662233,47.949711,8.138793,1317.983398,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:50,176.231216,28.579025,23814.675781,25.406281,62.671120,24.659567,47.950722,8.141795,1318.191772,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:08:55,176.237900,28.578419,23812.048828,25.400467,62.669575,24.660000,47.937344,8.142844,1317.945923,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:00,176.229492,28.579153,23814.599609,25.400742,62.666210,24.665684,47.948456,8.143892,1318.104248,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:05,176.231018,28.579878,23825.697266,25.399858,62.662754,24.668966,47.962543,8.145873,1318.178223,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:10,176.248032,28.584053,23827.232422,25.399435,62.668079,24.667274,47.945183,8.147470,1318.040771,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:15,176.247772,28.586536,23829.835938,25.403269,62.664593,24.669640,47.953068,8.149518,1318.064453,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:20,176.238373,28.591682,23817.343750,25.402956,62.656746,24.667910,47.931995,8.145659,1317.572144,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:25,176.255402,28.591532,23810.449219,25.401360,62.656658,24.665424,47.922001,8.142950,1317.542114,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:30,176.251572,28.591497,23816.531250,25.398565,62.657146,24.672770,47.927326,8.140222,1317.558716,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:35,176.255661,28.580441,23826.753906,25.397877,62.650898,24.670792,47.947323,8.137885,1317.594604,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:40,176.247772,28.577747,23820.369141,25.398073,62.654552,24.671700,47.945538,8.133466,1317.461792,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:45,176.249542,28.574825,23830.332031,25.394060,62.655685,24.679695,47.965611,8.133900,1317.457886,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:50,176.253815,28.570261,23829.041016,25.392149,62.659271,24.679115,47.959194,8.133761,1317.102295,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:09:55,176.257980,28.564775,23837.675781,25.393242,62.657467,24.679138,47.966324,8.129815,1317.172363,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:00,176.253189,28.564528,23846.166016,25.397465,62.652710,24.675806,47.985413,8.129860,1317.559448,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:05,176.247147,28.562103,23836.037109,25.391832,62.652576,24.674683,47.979771,8.127995,1317.391113,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:10,176.255676,28.553135,23824.009766,25.393486,62.650894,24.676346,47.971317,8.127480,1317.201538,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:15,176.267334,28.541920,23825.193359,25.401363,62.651516,24.676027,47.971657,8.128031,1317.393433,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:20,176.255035,28.545502,23833.902344,25.403097,62.648006,24.677679,47.997566,8.129309,1317.547729,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:25,176.262817,28.543032,23829.527344,25.408525,62.644279,24.674278,47.998917,8.131989,1317.646118,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:30,176.260696,28.544964,23833.345703,25.416159,62.644543,24.677572,48.021240,8.135264,1318.086914,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:35,176.256500,28.561096,23836.759766,25.416164,62.643295,24.677717,48.031517,8.135738,1317.839478,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:40,176.268494,28.563786,23817.150391,25.419634,62.643986,24.672529,48.013390,8.142216,1317.124512,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:45,176.253906,28.566717,23817.253906,25.419897,62.637863,24.673826,47.996326,8.141700,1317.312378,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:50,176.258545,28.563765,23812.070312,25.416668,62.633919,24.669731,47.999905,8.136170,1317.236328,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:10:55,176.245239,28.565464,23817.634766,25.417383,62.635738,24.667877,48.008926,8.132632,1317.494751,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:00,176.222687,28.560476,23815.761719,25.422239,62.635513,24.660881,47.994095,8.132780,1317.373779,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:05,176.206512,28.556810,23812.566406,25.420679,62.636913,24.659273,47.998550,8.129726,1317.597412,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:10,176.210632,28.553596,23817.236328,25.419598,62.638542,24.660860,48.004681,8.130527,1317.684937,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:15,176.213150,28.553492,23813.824219,25.421761,62.644958,24.659578,48.001041,8.131683,1317.557007,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:20,176.219391,28.566423,23818.414062,25.417627,62.645184,24.658155,48.017448,8.131735,1317.644165,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:25,176.203583,28.566046,23811.173828,25.414049,62.641594,24.657919,48.008511,8.130154,1317.509155,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:30,176.217270,28.564426,23808.148438,25.420856,62.639599,24.658882,47.998978,8.133965,1317.577759,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:35,176.201385,28.563713,23794.728516,25.425636,62.640396,24.657686,47.991692,8.131128,1317.208984,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:40,176.198593,28.556047,23794.593750,25.429949,62.642906,24.655384,47.990845,8.134189,1317.170654,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:45,176.181183,28.557354,23784.148438,25.429232,62.642986,24.653215,47.971085,8.133598,1316.597534,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:50,176.179260,28.558336,23783.748047,25.433525,62.643101,24.649422,47.976646,8.131662,1316.492310,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:11:55,176.186432,28.560394,23781.392578,25.433966,62.644875,24.645332,47.963844,8.132800,1316.683472,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:00,176.193726,28.558687,23776.769531,25.435007,62.645256,24.642916,47.955391,8.134358,1316.438232,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:05,176.173645,28.556175,23780.062500,25.438402,62.644230,24.639914,47.965603,8.133340,1316.705688,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:10,176.165848,28.552631,23768.382812,25.432362,62.640366,24.639582,47.956001,8.130771,1316.341309,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:15,176.172943,28.551626,23783.841797,25.430408,62.639847,24.644442,47.968201,8.131159,1316.584961,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:20,176.165909,28.557844,23777.248047,25.431482,62.642143,24.644716,47.958584,8.132003,1316.606689,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:25,176.180527,28.555357,23760.966797,25.431282,62.635750,24.644915,47.944782,8.132841,1316.083130,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:30,176.176575,28.551449,23755.755859,25.425743,62.635475,24.644674,47.932720,8.127571,1315.989624,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:35,176.186752,28.548933,23763.117188,25.422859,62.643215,24.647902,47.940975,8.127478,1316.077148,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:40,176.199646,28.554344,23758.263672,25.422245,62.646168,24.648106,47.939331,8.130848,1315.702393,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:45,176.188934,28.549803,23762.404297,25.419724,62.647240,24.647558,47.941780,8.130441,1315.608398,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:50,176.166946,28.545258,23770.527344,25.419329,62.648064,24.649652,47.940422,8.130440,1315.796753,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:12:55,176.164948,28.542599,23770.832031,25.418154,62.644844,24.650585,47.950951,8.128990,1315.909424,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:00,176.181976,28.542585,23775.960938,25.420467,62.645325,24.653204,47.940887,8.135174,1316.042358,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:05,176.165344,28.543066,23774.175781,25.416855,62.643295,24.651848,47.929939,8.128959,1315.989624,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:10,176.154373,28.541016,23770.187500,25.416517,62.643097,24.652529,47.921398,8.128773,1315.596313,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:15,176.156754,28.541433,23773.033203,25.415432,62.646072,24.648846,47.916912,8.131130,1315.718750,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:20,176.147461,28.536697,23778.353516,25.417452,62.644875,24.651445,47.919189,8.134745,1315.966797,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:25,176.142044,28.533958,23771.927734,25.415091,62.648888,24.652163,47.917389,8.134512,1315.659058,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:30,176.154678,28.534796,23774.253906,25.412191,62.642872,24.651421,47.912731,8.137070,1315.509644,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:35,176.166275,28.531080,23769.765625,25.409069,62.645676,24.647238,47.899918,8.136855,1315.226074,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:40,176.170731,28.526779,23766.361328,25.414450,62.645042,24.645992,47.900074,8.135579,1315.009766,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:45,176.185074,28.526737,23772.263672,25.411398,62.644615,24.648609,47.911861,8.136209,1315.032227,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:50,176.195038,28.518265,23776.107422,25.404905,62.646652,24.649324,47.922256,8.133297,1315.054688,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:13:55,176.184906,28.514057,23776.037109,25.408047,62.650017,24.652073,47.918266,8.132236,1315.263794,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:14:00,176.190460,28.513926,23772.763672,25.404861,62.653839,24.653091,47.906517,8.134852,1314.865479,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:14:05,176.218811,28.519421,23776.898438,25.403860,62.646732,24.650517,47.913120,8.139310,1315.112915,,,,normal-low,normal,synthetic_prototype
2026-07-14,21:14:10,176.214066,28.518171,23783.175781,25.404732,62.649620,24.651459,47.924522,8.136730,1315.247192,,,,normal-low,normal,synthetic_prototype
