Sample Timestamp,dryer_air_temperature,cooler_air_temperature,air_flow_rate,wet_product_feed_rate,product_inlet_temperature,residence_time,vacuum,steam_pressure,fan_speed,product_density,final_product_temp,temperature_drop,air_product_delta,air_per_feed,steam_temp_interaction,heating_index,Final Moisture (%H2O)
2026-04-18 08:00:00,176.467133,30.914127,24308.83594,26.825682,63.306522,24.392336,48.583225,8.412253,1346.162842,0.958064,48.907162,127.559971,113.160611,906.1777418,1484.486169,4304.445601,0.076133
2026-04-18 10:00:00,176.379105,31.298952,24161.05273,26.703072,63.189499,24.446846,48.349087,8.367795,1339.231079,0.958364,48.87685,127.502255,113.189606,904.8042388,1475.904193,4311.912818,0.076803
2026-04-18 12:00:00,176.358597,31.20698,24340,26.834759,63.206215,24.42835,48.54689,8.404157,1348.593628,0.957822,48.908493,127.450104,113.152382,907.0325543,1482.145337,4308.149533,0.078873
2026-04-18 14:00:00,176.113968,30.880346,24133.12891,26.743629,63.089081,24.406618,48.416313,8.402115,1339.299438,0.958028,48.890858,127.22311,113.024887,902.3879634,1479.729812,4298.346341,0.078418
2026-04-18 16:00:00,176.518555,30.16655,24179.09375,26.567463,62.910973,24.451447,48.389133,8.34113,1340.221069,0.958192,48.762375,127.75618,113.607582,910.1017192,1472.364215,4316.134092,0.075232
2026-04-18 18:00:00,176.315994,29.372122,24108.21289,26.491667,63.021347,24.454527,48.294239,8.31149,1336.363037,0.957829,48.882366,127.433628,113.294647,910.0300442,1465.448621,4311.724236,0.078513
2026-04-18 20:00:00,176.441589,28.832886,24150.37891,26.533669,62.848125,24.429321,48.383896,8.319771,1338.716431,0.957255,49.125946,127.315643,113.593464,910.1786453,1467.953615,4310.348215,0.077573
2026-04-18 22:00:00,176.297806,28.398712,24016.00586,26.500755,62.8456,24.429996,48.176003,8.315228,1335.500488,0.957474,48.983883,127.313923,113.452206,906.2385528,1465.956453,4306.954695,0.076912
2026-04-19 00:00:00,176.276855,28.345318,24058.28906,26.493568,62.809856,24.444723,48.19595,8.29644,1334.055786,0.957689,49.211021,127.065834,113.466999,908.0803711,1462.470351,4309.038892,0.077573
2026-04-19 02:00:00,176.003632,28.797729,24179.76953,26.602327,62.765717,24.395302,48.38377,8.317319,1338.523438,0.958128,49.063114,126.940518,113.237915,908.9343775,1463.878353,4293.661756,0.076802
2026-04-19 04:00:00,176.021271,29.542244,24066.02344,26.632977,63.009102,24.455112,48.272476,8.311342,1336.028076,0.957674,49.279446,126.741825,113.012169,903.6174754,1462.972983,4304.619897,0.080948
2026-04-19 06:00:00,176.317459,30.264748,24117.93359,26.749956,63.069195,24.423676,48.148548,8.38598,1341.608765,0.957871,48.930794,127.386665,113.248264,901.6064772,1478.594685,4306.320492,0.078506
2026-04-19 08:00:00,175.915558,30.895592,23961.87891,26.709986,63.094688,24.400969,48.200863,8.338953,1334.835815,0.958128,48.803055,127.112503,112.82087,897.1131211,1466.95157,4292.510077,0.080782
2026-04-19 10:00:00,176.03714,31.167786,24194.55469,26.726969,63.154491,24.395542,48.442104,8.370273,1339.831543,0.957857,48.962025,127.075115,112.882649,905.2487279,1473.47892,4294.521442,0.080158
2026-04-19 12:00:00,175.863358,31.128529,24068.86523,26.747162,63.166626,24.428417,48.313568,8.384852,1337.714844,0.958365,48.662491,127.200867,112.696732,899.8661329,1474.588229,4296.063444,0.076633
2026-04-19 14:00:00,176.054138,30.798496,23996,26.612194,63.04797,24.450134,48.170055,8.335656,1333.624634,0.957716,48.843338,127.2108,113.006168,901.6919086,1467.526732,4304.547265,0.076727
2026-04-19 16:00:00,175.959717,30.202124,23922.8418,26.599215,62.75127,24.404228,48.084591,8.298683,1333.83606,0.957453,48.843773,127.115944,113.208447,899.3814967,1460.233912,4294.161052,0.077753
2026-04-19 18:00:00,176.09697,29.368608,23970.26172,26.34725,62.779633,24.495491,48.344986,8.354059,1328.558594,0.957256,48.922169,127.174801,113.317337,909.7823006,1471.124477,4313.581744,0.073196
2026-04-19 20:00:00,176.177505,28.787647,23891.7168,26.356215,62.619335,24.449158,48.066479,8.295706,1326.786377,0.957009,48.963226,127.214279,113.55817,906.4927114,1461.516785,4307.391656,0.075792
2026-04-19 22:00:00,176.051117,28.388687,23956.03906,26.43029,62.737091,24.493088,47.946789,8.314284,1331.506348,0.957306,49.126816,126.924301,113.314026,906.3857817,1463.738985,4312.035501,0.075982
2026-04-20 00:00:00,176.087418,28.405476,23773.87305,26.365936,62.719154,24.456585,47.919434,8.307656,1326.211426,0.957541,49.268459,126.818959,113.368264,901.6889462,1462.873695,4306.496906,0.080333
2026-04-20 02:00:00,176.161682,28.786848,24010.36523,27.130545,63.016117,24.343821,48.335785,8.446521,1341.908447,0.957294,49.102783,127.058899,113.145565,884.9938412,1487.953346,4288.448454,0.079446
2026-04-20 04:00:00,175.71582,29.623041,24046.99219,27.227381,62.91637,24.282309,48.269814,8.451493,1340.763916,0.958314,49.005882,126.709938,112.79945,883.1915265,1485.061023,4266.785837,0.083584
2026-04-20 06:00:00,175.676178,30.142694,24139.02344,27.319256,62.94466,24.384192,48.295994,8.4205,1347.106445,0.958649,48.890419,126.785759,112.731518,883.5900743,1479.281257,4283.721654,0.08366
2026-04-20 08:00:00,175.780273,30.830818,24166.19727,27.43874,63.029205,24.306345,48.356182,8.491282,1345.844971,0.957781,49.150734,126.629539,112.751068,880.732762,1492.599868,4272.57596,0.08486
2026-04-20 10:00:00,175.80806,31.348536,24080.9082,27.414007,62.967098,24.352268,48.249969,8.474179,1345.377441,0.958693,49.144703,126.663357,112.840962,878.4162127,1489.82897,4281.324994,0.084169
2026-04-20 12:00:00,175.484314,31.25149,23977.8418,27.290693,62.991112,24.302776,48.192261,8.436707,1340.547607,0.95878,48.546986,126.937328,112.493202,878.6087549,1480.50974,4264.755975,0.085707
2026-04-20 14:00:00,175.752441,30.914968,24088.52148,27.30382,62.86211,24.303028,48.335251,8.427408,1344.190552,0.958486,48.774063,126.978378,112.890331,882.2399754,1481.137527,4271.316495,0.083185
2026-04-20 16:00:00,175.426422,30.225563,24091.16602,27.149115,62.810371,24.410114,48.266987,8.417343,1343.350708,0.958286,48.820286,126.606136,112.616051,887.36469,1476.624365,4282.17896,0.081798
2026-04-20 18:00:00,175.952469,29.45192,24010.40234,27.093794,62.789425,24.307045,48.12624,8.448829,1339.199951,0.957379,48.940289,127.01218,113.163044,886.1956485,1486.592323,4276.884582,0.082889
2026-04-20 20:00:00,175.760574,28.88117,24157.76367,27.011511,62.587803,24.375422,48.413048,8.399781,1342.124268,0.958241,49.184853,126.575721,113.172771,894.3506963,1476.35033,4284.238162,0.082608
2026-04-20 22:00:00,175.41571,28.418299,24111.52148,27.092421,62.61702,24.342552,48.220619,8.379563,1340.838135,0.958675,49.115673,126.300037,112.79869,889.9729369,1469.906993,4270.066042,0.081311
2026-04-21 00:00:00,175.803848,28.402145,23974.64258,27.053537,62.582848,24.343996,48.100471,8.397531,1339.769531,0.958026,49.1847,126.619148,113.221,886.1925366,1476.318263,4279.768172,0.080264
2026-04-21 02:00:00,175.516098,28.859823,24009.54688,27.155783,62.786713,24.388536,48.019257,8.406268,1339.779785,0.958355,49.220631,126.295467,112.729385,884.1412113,1475.435358,4280.580675,0.083787
2026-04-21 04:00:00,175.713715,29.364672,24092.35352,27.360294,62.932262,24.307974,48.374462,8.448412,1347.193115,0.958764,48.812214,126.901501,112.781453,880.5590143,1484.501858,4271.244416,0.082617
2026-04-21 06:00:00,175.766678,30.279894,24124.96484,27.349281,62.913311,24.304176,48.279568,8.455166,1343.253662,0.958873,48.868023,126.898655,112.853367,882.1059992,1486.13644,4271.864277,0.084247
2026-04-21 08:00:00,175.955093,30.738626,24072.10938,27.267309,63.06786,24.30039,48.262184,8.446939,1345.580688,0.958904,48.730961,127.224132,112.887233,882.8194001,1486.281937,4275.777382,0.086424
2026-04-21 10:00:00,175.671402,31.075768,24196.92773,27.425035,63.048973,24.313135,48.386189,8.437277,1349.715576,0.958587,48.53294,127.138462,112.622429,882.2934131,1482.18828,4271.122512,0.083423
2026-04-21 12:00:00,175.771393,31.047798,24178.60742,27.31669,63.045776,24.361458,48.197224,8.467977,1346.509277,0.95904,48.599442,127.171951,112.725617,885.1221514,1488.428113,4282.047408,0.081501
2026-04-21 14:00:00,175.748154,30.900036,24025.75781,27.220476,62.970989,24.302839,48.105164,8.46435,1342.602051,0.959058,48.703888,127.044266,112.777165,882.6354768,1487.593887,4271.179091,0.082369
2026-04-21 16:00:00,175.663437,30.19095,23967.07617,27.133959,62.847832,24.345091,48.113888,8.413544,1338.909424,0.958773,48.696667,126.96677,112.815605,883.2871079,1477.952056,4276.542359,0.082475
2026-04-21 18:00:00,175.775543,29.280447,24002.83203,27.078466,62.891163,24.378418,48.188889,8.428265,1338.859985,0.958241,48.942684,126.832859,112.88438,886.4177177,1481.482857,4285.129661,0.081537
2026-04-21 20:00:00,175.654541,28.699024,24066.61133,27.118938,62.767586,24.310305,48.14444,8.426827,1341.689209,0.958244,48.980839,126.673702,112.886955,887.4466739,1480.210429,4270.215466,0.082057
2026-04-21 22:00:00,175.762009,28.25421,24243.0918,27.108627,62.614758,24.425867,48.284599,8.418017,1348.174438,0.958025,49.125908,126.636101,113.147251,894.2943439,1479.56758,4293.139455,0.080764
2026-04-22 00:00:00,175.940567,28.343193,24111.56641,27.135521,62.71484,24.314581,48.329208,8.478592,1345.187988,0.958612,49.148548,126.792019,113.225727,888.5610269,1491.728284,4277.921168,0.076783
2026-04-22 02:00:00,176.123871,28.687479,23992.66211,26.483543,62.781658,24.470285,48.286259,8.293404,1333.063843,0.957097,49.162498,126.961373,113.342213,905.9460854,1460.666416,4309.801319,0.078114
2026-04-22 04:00:00,175.9272,29.223183,23936.27148,26.552095,62.923885,24.420334,48.060104,8.336742,1334.114136,0.957894,49.073814,126.853386,113.003315,901.4833475,1466.659677,4296.200984,0.079869
2026-04-22 06:00:00,175.944473,30.022242,23952.12305,26.663132,63.04538,24.434427,48.10947,8.378374,1331.876099,0.958028,49.05732,126.887153,112.899093,898.3236871,1474.128598,4299.102382,0.082277
2026-04-22 08:00:00,176.127014,30.743755,23958.80078,26.668421,63.138878,24.442583,48.203701,8.346408,1333.955322,0.957046,48.973583,127.153431,112.988136,898.3959261,1470.027919,4304.999158,0.076148
2026-04-22 10:00:00,175.854202,31.118805,23984.35742,26.742201,63.176506,24.40974,48.023727,8.356556,1335.390381,0.95848,48.872028,126.982174,112.677696,896.872977,1469.535487,4292.555349,0.079688
2026-04-22 12:00:00,175.820435,31.087326,24058.1875,26.761864,63.086777,24.406893,48.232681,8.351562,1337.841187,0.957955,48.698406,127.122029,112.733658,898.9727883,1468.375264,4291.230544,0.080742
2026-04-22 14:00:00,176.032837,30.874361,23939.31055,26.644674,62.921932,24.434248,48.161983,8.38616,1334.6604,0.957412,48.668701,127.364136,113.110905,898.4651322,1476.239536,4301.229995,0.079466
2026-04-22 16:00:00,176.230377,30.102812,23951.65039,26.496927,62.832058,24.480413,48.181156,8.318772,1332.397095,0.957563,48.962334,127.268043,113.398319,903.9406868,1466.020326,4314.192412,0.078615
2026-04-22 18:00:00,175.932205,29.309519,23974.90039,26.502951,62.855431,24.416151,48.25201,8.316238,1332.267822,0.957569,49.073895,126.85831,113.076774,904.612486,1463.094089,4295.587283,0.07753
2026-04-22 20:00:00,176.295151,28.633268,24000.98242,26.468025,62.754601,24.458755,48.260227,8.291343,1333.186646,0.957375,49.295918,126.999233,113.54055,906.791588,1461.723566,4311.959906,0.076138
2026-04-22 22:00:00,176.212891,28.301134,23980.74805,26.430561,62.788288,24.474146,48.221199,8.35479,1332.488892,0.95735,49.175892,127.036999,113.424603,907.3113525,1472.2217,4312.660021,0.075754
2026-04-23 00:00:00,176.227219,28.128496,24178.33594,26.4853,62.817379,24.460773,48.392208,8.345735,1337.621826,0.957336,49.21767,127.009549,113.40984,912.8964346,1470.74567,4310.654,0.077755
2026-04-23 02:00:00,176.389511,28.56955,24143.99414,26.500334,62.808155,24.50276,48.351048,8.317139,1334.474609,0.957909,49.410931,126.97858,113.581356,911.0826354,1467.056081,4322.029855,0.076687
2026-04-23 04:00:00,176.28183,29.295166,24162.125,26.66235,62.993427,24.353487,48.320599,8.421878,1340.377563,0.958033,49.349052,126.932778,113.288403,906.2263829,1484.624066,4293.077255,0.077104
2026-04-23 06:00:00,176.225861,30.064524,24271.25,26.715683,63.151283,24.419939,48.503075,8.410624,1345.189819,0.958027,49.058788,127.167073,113.074578,908.5019462,1482.169456,4303.424776,0.077661
2026-04-23 08:00:00,176.250214,30.610079,24239.73828,26.742643,63.192715,24.445839,48.395935,8.357508,1342.635254,0.958396,49.017071,127.233143,113.057499,906.4077279,1473.012574,4308.584355,0.079746
2026-04-23 10:00:00,176.160614,31.184895,24266.10156,26.837635,63.183739,24.435881,48.461063,8.381505,1343.616333,0.957989,48.932072,127.228542,112.976875,904.1818164,1476.491067,4304.639801,0.079175
2026-04-23 12:00:00,176.135544,30.955454,24196.31055,26.69771,63.134258,24.423254,48.290916,8.35961,1339.529541,0.95808,48.661404,127.47414,113.001286,906.3065914,1472.424455,4301.80313,0.078194
2026-04-23 14:00:00,175.83783,30.700981,24239.60547,26.6887,63.125484,24.445061,48.441784,8.304689,1345.048462,0.957938,48.798374,127.039456,112.712346,908.2347761,1460.278493,4298.36648,0.078436
2026-04-23 16:00:00,176.172745,29.895033,24190.36719,26.630608,62.961487,24.401991,48.399105,8.35332,1338.950684,0.957485,48.831081,127.341664,113.211258,908.3670635,1471.627314,4298.965738,0.080046
2026-04-23 18:00:00,176.215958,29.249949,24215.76953,26.567968,62.903236,24.455881,48.358864,8.33792,1341.491089,0.958214,49.136242,127.079716,113.312722,911.4648712,1469.274561,4309.516499,0.074057
2026-04-23 20:00:00,176.288757,28.570959,24279.08789,26.525133,62.835533,24.473362,48.521622,8.339961,1340.200439,0.957822,49.296909,126.991848,113.453224,915.3238889,1470.241358,4314.378567,0.074766
2026-04-23 22:00:00,176.226807,28.194487,24275.89453,26.519447,62.849621,24.480541,48.374931,8.290718,1340.321533,0.957956,48.960457,127.26635,113.377186,915.3997265,1461.046761,4314.127574,0.074331
2026-04-24 00:00:00,176.710876,28.201004,24202.42969,26.547781,62.906715,24.453268,48.459217,8.399168,1337.171021,0.95738,49.181351,127.529525,113.804161,911.6554671,1484.224335,4321.158409,0.075381
2026-04-24 02:00:00,176.42485,28.488754,24185.22266,26.588682,62.924896,24.443657,48.335857,8.364495,1339.602295,0.957839,49.014515,127.410335,113.499954,909.6059239,1475.704776,4312.46852,0.075313
2026-04-24 04:00:00,176.549042,29.143419,24202.05469,26.717285,63.151928,24.440289,48.457615,8.361658,1340.880493,0.957289,49.461903,127.087139,113.397114,905.8575633,1476.242709,4314.909609,0.076777
2026-04-24 06:00:00,176.310593,29.964479,24109.7207,26.86709,63.157772,24.383667,48.406376,8.366777,1341.680908,0.957259,49.242867,127.067726,113.152821,897.3700056,1475.151414,4299.098788,0.075944
2026-04-24 08:00:00,176.352448,30.621752,24228.09766,26.834845,63.226383,24.372604,48.487339,8.386315,1342.741211,0.958059,49.27412,127.078328,113.126065,902.8596087,1478.94718,4298.16838,0.077338
2026-04-24 10:00:00,176.372284,30.985172,24422.03906,26.915562,63.235863,24.387239,48.604763,8.389526,1349.167725,0.958221,48.939861,127.432423,113.136421,907.3575748,1479.679862,4301.233043,0.080574
2026-04-24 12:00:00,176.310715,30.887838,24356.22266,26.842291,63.148342,24.37005,48.584064,8.380365,1348.455688,0.958612,48.724014,127.586701,113.162373,907.3824085,1477.548145,4296.70094,0.077543
2026-04-24 14:00:00,176.131119,30.625469,24463.31055,26.697878,63.256359,24.461115,48.774654,8.378029,1350.312012,0.95818,48.88171,127.249409,112.87476,916.3016831,1475.631623,4308.363557,0.077517
2026-04-24 16:00:00,176.312576,29.951378,24325.25586,26.681032,62.942635,24.454096,48.617214,8.372591,1343.173828,0.957929,49.231438,127.081138,113.369941,911.7059587,1476.193087,4311.56466,0.07848
2026-04-24 18:00:00,176.407745,29.255997,24246.14648,26.540121,62.821087,24.452744,48.436836,8.341663,1342.078247,0.957841,48.949787,127.457958,113.586658,913.5657853,1471.533959,4313.653428,0.074574
2026-04-24 20:00:00,176.586746,28.333019,24181.14062,26.507172,62.789658,24.473328,48.464771,8.368379,1339.760254,0.957702,49.04929,127.537456,113.797088,912.2489802,1477.744817,4321.665355,0.075208
2026-04-24 22:00:00,176.385132,28.062954,24167.74609,26.435116,62.850235,24.429136,48.364014,8.335696,1334.791748,0.957109,49.293762,127.09137,113.534897,914.2288649,1470.292839,4308.936378,0.076867
2026-04-25 00:00:00,176.126678,28.114803,24178.95898,26.501316,62.846809,24.457108,48.260628,8.309313,1337.753418,0.957287,49.325855,126.800823,113.279869,912.368238,1463.491695,4307.549186,0.070843
2026-04-25 02:00:00,176.578278,28.337332,24001.13672,25.613218,62.936531,24.63879,48.23085,8.200796,1321.300415,0.955799,49.173347,127.404931,113.641747,937.0605724,1448.082436,4350.67511,0.07072
2026-04-25 04:00:00,176.438126,29.087788,24034.41797,25.710773,63.038734,24.631884,48.299591,8.194402,1326.632324,0.956633,49.168781,127.269345,113.399392,934.7995087,1445.804933,4346.003453,0.070752
2026-04-25 06:00:00,176.647278,29.871706,23919.26367,25.708982,63.124226,24.637655,48.074455,8.208581,1321.521484,0.955569,49.189419,127.457859,113.523052,930.3854844,1450.02349,4352.174692,0.071913
2026-04-25 08:00:00,176.419846,30.502798,23944.74023,25.767937,63.130745,24.611864,48.096855,8.220972,1321.501343,0.956232,49.212994,127.206852,113.289101,929.2455284,1450.342614,4342.021257,0.072695
2026-04-25 10:00:00,176.423584,30.869083,24046.02148,25.800617,63.170792,24.595329,48.21096,8.206536,1330.306152,0.956952,48.672123,127.751461,113.252792,931.9940482,1447.826493,4339.196092,0.073887
2026-04-25 12:00:00,176.410385,30.969772,24055.95508,25.774754,63.123531,24.556723,48.344009,8.209894,1327.360474,0.955601,48.811172,127.599213,113.286854,933.3146333,1448.310561,4332.060959,0.075879
2026-04-25 14:00:00,176.509232,30.431564,23850.96875,25.675901,62.958149,24.595543,48.049065,8.256815,1321.200073,0.956457,48.811146,127.698086,113.551083,928.9243151,1457.404074,4341.340406,0.071581
2026-04-25 16:00:00,176.406311,29.928923,23767.45898,25.527702,62.898418,24.658049,47.933342,8.20253,1317.923706,0.956396,49.019058,127.387253,113.507893,931.0457707,1446.978058,4349.835461,0.071086
2026-04-25 18:00:00,176.465439,29.169436,23812.47656,25.504616,62.785473,24.629845,48.127834,8.145471,1317.906494,0.956449,48.87254,127.592899,113.679966,933.6536007,1437.394116,4346.31641,0.074688
2026-04-25 20:00:00,176.274475,28.311604,23874.74414,25.420427,62.686829,24.691317,48.058903,8.164356,1318.841187,0.956074,49.148052,127.126423,113.587646,939.1952441,1439.167568,4352.448941,0.071092
2026-04-25 22:00:00,176.345673,27.937235,23885.80078,25.421337,62.747635,24.56809,48.102947,8.152981,1317.825562,0.956747,49.138634,127.207039,113.598038,939.5965594,1437.742921,4332.476365,0.07134
2026-04-26 00:00:00,176.478287,27.943014,23865.38672,25.354958,62.77039,24.655613,48.137222,8.106293,1318.033691,0.95676,49.374454,127.103833,113.707897,941.2512819,1430.584703,4351.180347,0.072191
2026-04-26 02:00:00,176.254532,28.414524,23711.38281,25.507967,62.80468,24.682398,47.836044,8.136057,1313.989868,0.956889,49.263519,126.991013,113.449852,929.5677234,1434.016919,4350.384508,0.07181
2026-04-26 04:00:00,176.472809,28.985815,23899.74023,25.631451,62.982906,24.607569,48.106628,8.185354,1318.912476,0.956086,49.381016,127.091793,113.489903,932.4380518,1444.492413,4342.566824,0.072834
2026-04-26 06:00:00,176.295181,29.879967,23653.9707,25.594366,62.968723,24.579113,47.895172,8.148297,1313.737305,0.956274,49.145477,127.149704,113.326458,924.1866238,1436.505494,4333.179175,0.07138
2026-04-26 08:00:00,176.225113,30.45965,23752.69141,25.707253,63.113987,24.61817,47.931904,8.232675,1317.340088,0.955987,49.006832,127.218281,113.111126,923.9684771,1450.804082,4338.33979,0.073856
2026-04-26 10:00:00,176.04097,30.747717,23776.59961,25.692011,63.071766,24.595789,48.10614,8.167959,1318.918457,0.956083,48.639561,127.401409,112.969204,925.4471987,1437.895425,4329.866553,0.07557
2026-04-26 12:00:00,176.292358,30.721756,23728.77148,25.591434,62.991901,24.58824,47.932823,8.164393,1316.951416,0.956741,48.527119,127.765239,113.300457,927.2153911,1439.320094,4334.718809,0.071997
2026-04-26 14:00:00,176.072876,30.431086,23692.27539,25.396425,63.009087,24.643772,47.917866,8.112357,1313.954346,0.956659,48.7048,127.368076,113.063789,932.8980512,1428.366028,4339.099812,0.074683
2026-04-26 16:00:00,176.09491,29.857025,23617.98633,25.438156,62.88652,24.661669,47.840012,8.128174,1312.294678,0.956875,48.670849,127.424061,113.20839,928.4472636,1431.330069,4342.794383,0.072464
2026-04-26 18:00:00,176.179565,28.883459,23687.78906,25.407829,62.65118,24.667454,47.933605,8.144046,1312.772583,0.956806,48.994778,127.184787,113.528385,932.3027584,1434.814482,4345.901315,0.073793
2026-04-26 20:00:00,176.238937,28.309694,23622.29688,25.419809,62.714684,24.667276,47.763412,8.129425,1313.237305,0.956402,48.757362,127.481575,113.524253,929.2869539,1432.72122,4347.334501,0.070194
2026-04-26 22:00:00,176.262939,28.152027,23659.06836,25.355967,62.546566,24.637714,47.957069,8.094757,1312.540283,0.956601,49.235775,127.027164,113.716373,933.0769503,1426.805659,4342.71588,0.075483
2026-04-27 00:00:00,175.959503,27.900084,23514.03906,25.422031,62.645851,24.642801,47.673634,8.096447,1308.166992,0.956554,49.066608,126.892895,113.313652,924.947305,1424.64679,4336.135016,0.073273
2026-04-27 02:00:00,176.156311,28.275217,23726.92773,25.373743,62.796284,24.602146,47.976452,8.10506,1314.779907,0.955889,49.205933,126.950378,113.360027,935.0976612,1427.75747,4333.823282,0.074143
