date,time,dryer_air_temperature,cooler_air_temperature,air_flow_rate,wet_product_feed_rate,product_inlet_temperature,residence_time,vacuum,steam_pressure,fan_speed,product_density,final_product_temp,final_moisture_h₂o,timestamp,temperature_drop,air_product_delta,air_per_feed,steam_temp_interaction,heating_index
2026-04-25,13:00:00,140.1,22.1,23.84,10.63,45.7,20.73,-0.78,4.75,1252.0,1.026,41.4,0.081,2026-04-25 13:00:00,98.69999999999999,94.39999999999999,2.242709313264346,665.475,2904.273
2026-04-25,15:00:00,142.2,25.5,24.16,10.71,47.0,20.08,-0.81,4.88,1264.0,1.033,44.2,0.097,2026-04-25 15:00:00,97.99999999999999,95.19999999999999,2.2558356676003735,693.9359999999999,2855.3759999999997
2026-04-25,17:00:00,140.3,26.9,25.02,10.86,47.9,19.92,-1.63,4.78,1313.0,1.024,42.2,0.085,2026-04-25 17:00:00,98.10000000000001,92.4,2.3038674033149174,670.6340000000001,2794.7760000000003
2026-04-25,19:00:00,141.5,27.5,24.17,10.8,47.6,19.36,-1.23,4.76,1290.0,1.03,40.7,0.102,2026-04-25 19:00:00,100.8,93.9,2.237962962962963,673.54,2739.44
2026-04-25,21:00:00,141.1,26.8,24.5,10.65,48.6,19.46,-1.32,4.85,1287.0,1.022,43.1,0.083,2026-04-25 21:00:00,98.0,92.5,2.300469483568075,684.3349999999999,2745.806
2026-04-25,23:00:00,140.7,26.1,23.85,10.62,48.2,19.8,-1.09,4.78,1282.0,1.021,40.0,0.092,2026-04-25 23:00:00,100.69999999999999,92.49999999999999,2.245762711864407,672.5459999999999,2785.8599999999997
2026-04-26,01:00:00,140.4,25.0,23.38,10.63,47.0,19.79,-0.94,4.56,1254.0,1.016,42.5,0.097,2026-04-26 01:00:00,97.9,93.4,2.199435559736594,640.2239999999999,2778.516
2026-04-26,03:00:00,139.7,22.7,23.64,10.64,46.4,19.03,-1.0,4.62,1261.0,1.032,43.4,0.104,2026-04-26 03:00:00,96.29999999999998,93.29999999999998,2.2218045112781954,645.414,2658.491
2026-04-26,05:00:00,140.2,20.3,24.99,10.75,43.7,19.46,-1.39,4.69,1296.0,1.024,44.4,0.109,2026-04-26 05:00:00,95.79999999999998,96.49999999999999,2.3246511627906976,657.538,2728.292
2026-04-26,07:00:00,139.7,18.7,23.18,10.68,45.4,19.57,-0.67,4.71,1234.0,1.025,44.1,0.113,2026-04-26 07:00:00,95.6,94.29999999999998,2.1704119850187267,657.987,2733.9289999999996
2026-04-26,09:00:00,140.2,19.1,23.8,10.69,44.9,19.45,-0.95,4.87,1263.0,1.033,44.8,0.109,2026-04-26 09:00:00,95.39999999999999,95.29999999999998,2.226379794200187,682.774,2726.89
2026-04-26,11:00:00,140.5,20.6,24.81,10.54,46.8,19.38,-1.06,4.82,1272.0,1.03,43.9,0.096,2026-04-26 11:00:00,96.6,93.7,2.353889943074004,677.21,2722.89
2026-04-26,13:00:00,140.1,22.6,25.37,10.56,47.5,19.44,-1.63,4.94,1323.0,1.034,44.1,0.085,2026-04-26 13:00:00,96.0,92.6,2.402462121212121,692.094,2723.544
2026-04-26,15:00:00,139.0,24.2,25.12,10.52,48.5,19.6,-1.62,4.9,1312.0,1.03,42.8,0.094,2026-04-26 15:00:00,96.2,90.5,2.387832699619772,681.1,2724.4
2026-04-26,17:00:00,140.3,26.1,24.4,10.39,49.8,19.83,-1.23,4.92,1292.0,1.03,41.9,0.078,2026-04-26 17:00:00,98.4,90.50000000000001,2.348411934552454,690.2760000000001,2782.149
2026-04-26,19:00:00,139.6,27.1,25.09,10.32,49.1,20.08,-1.67,4.86,1328.0,1.025,42.6,0.075,2026-04-26 19:00:00,97.0,90.5,2.431201550387597,678.456,2803.1679999999997
2026-04-26,21:00:00,139.3,27.2,23.65,10.25,51.1,20.32,-1.13,4.81,1288.0,1.026,42.6,0.083,2026-04-26 21:00:00,96.70000000000002,88.20000000000002,2.3073170731707315,670.033,2830.5760000000005
2026-04-26,23:00:00,140.0,26.6,25.28,10.17,49.5,19.94,-1.58,4.91,1313.0,1.03,42.6,0.067,2026-04-26 23:00:00,97.4,90.5,2.4857423795476894,687.4,2791.6000000000004
2026-04-27,01:00:00,139.7,24.9,24.13,10.32,47.9,19.73,-1.16,4.94,1267.0,1.034,46.4,0.097,2026-04-27 01:00:00,93.29999999999998,91.79999999999998,2.3381782945736433,690.118,2756.281
2026-04-27,03:00:00,138.9,23.1,24.55,10.23,48.1,20.16,-1.35,4.86,1298.0,1.03,42.9,0.095,2026-04-27 03:00:00,96.0,90.80000000000001,2.39980449657869,675.0540000000001,2800.224
2026-04-27,05:00:00,141.0,21.3,23.62,10.13,47.8,20.36,-0.79,4.96,1256.0,1.026,45.1,0.082,2026-04-27 05:00:00,95.9,93.2,2.3316880552813424,699.36,2870.7599999999998
2026-04-27,07:00:00,139.1,20.3,23.18,9.83,48.3,20.35,-0.56,4.48,1225.0,1.021,43.7,0.088,2026-04-27 07:00:00,95.39999999999999,90.8,2.358087487283825,623.168,2830.685
2026-04-27,09:00:00,139.8,20.6,22.51,9.7,47.2,20.95,-0.64,4.71,1232.0,1.02,43.2,0.074,2026-04-27 09:00:00,96.60000000000001,92.60000000000001,2.320618556701031,658.4580000000001,2928.81
2026-04-27,11:00:00,139.6,20.5,22.92,9.66,47.7,21.1,-0.74,4.71,1236.0,1.027,45.8,0.078,2026-04-27 11:00:00,93.8,91.89999999999999,2.3726708074534164,657.516,2945.56
2026-04-27,13:00:00,141.0,22.0,22.4,9.58,48.2,21.34,-0.45,4.87,1222.0,1.027,44.4,0.064,2026-04-27 13:00:00,96.6,92.8,2.338204592901879,686.67,3008.94
2026-04-27,15:00:00,140.1,23.7,24.11,9.74,48.4,21.38,-0.95,4.97,1251.0,1.022,43.3,0.057,2026-04-27 15:00:00,96.8,91.69999999999999,2.475359342915811,696.2969999999999,2995.3379999999997
2026-04-27,17:00:00,138.9,25.1,23.36,9.7,49.7,20.54,-0.71,4.6,1232.0,1.023,41.7,0.075,2026-04-27 17:00:00,97.2,89.2,2.4082474226804127,638.9399999999999,2853.006
2026-04-27,19:00:00,140.3,26.0,22.93,9.84,49.7,20.75,-0.87,4.98,1260.0,1.028,41.8,0.067,2026-04-27 19:00:00,98.50000000000001,90.60000000000001,2.3302845528455283,698.6940000000001,2911.2250000000004
2026-04-27,21:00:00,140.7,27.0,23.12,9.82,50.3,20.82,-1.05,4.67,1258.0,1.028,40.8,0.068,2026-04-27 21:00:00,99.89999999999999,90.39999999999999,2.354378818737271,657.069,2929.374
2026-04-27,23:00:00,140.4,25.3,23.18,9.81,48.5,20.84,-0.6,4.68,1239.0,1.023,42.8,0.068,2026-04-27 23:00:00,97.60000000000001,91.9,2.36289500509684,657.072,2925.936
2026-04-28,01:00:00,140.1,24.2,22.73,9.79,49.2,20.72,-0.49,4.78,1224.0,1.031,45.0,0.069,2026-04-28 01:00:00,95.1,90.89999999999999,2.321756894790603,669.678,2902.872
2026-04-28,03:00:00,140.9,20.9,22.32,9.79,46.1,20.48,-0.45,4.77,1219.0,1.023,45.3,0.082,2026-04-28 03:00:00,95.60000000000001,94.80000000000001,2.279877425944842,672.093,2885.632
2026-04-28,05:00:00,140.0,19.0,23.63,9.99,45.4,20.87,-0.54,4.66,1224.0,1.029,47.6,0.076,2026-04-28 05:00:00,92.4,94.6,2.3653653653653652,652.4,2921.8
2026-04-28,07:00:00,139.8,18.5,23.3,9.72,45.2,20.91,-0.72,4.87,1238.0,1.03,46.3,0.071,2026-04-28 07:00:00,93.50000000000001,94.60000000000001,2.397119341563786,680.826,2923.2180000000003
2026-04-28,09:00:00,139.7,18.5,22.7,9.53,46.0,21.47,-0.49,4.82,1210.0,1.026,46.1,0.069,2026-04-28 09:00:00,93.6,93.69999999999999,2.3819517313746066,673.3539999999999,2999.3589999999995
2026-04-28,11:00:00,139.9,20.0,22.48,9.54,47.2,21.2,-0.5,4.86,1219.0,1.027,47.8,0.078,2026-04-28 11:00:00,92.10000000000001,92.7,2.356394129979036,679.9140000000001,2965.88
2026-04-28,13:00:00,138.4,22.3,24.15,9.61,46.2,21.06,-1.15,4.69,1271.0,1.026,42.7,0.076,2026-04-28 13:00:00,95.7,92.2,2.5130072840790842,649.0960000000001,2914.7039999999997
2026-04-28,15:00:00,139.0,24.1,23.13,9.75,46.7,21.41,-0.69,4.76,1241.0,1.021,42.7,0.082,2026-04-28 15:00:00,96.3,92.3,2.3723076923076922,661.64,2975.9900000000002
2026-04-28,17:00:00,138.9,25.5,23.45,9.84,47.2,21.32,-0.8,4.77,1253.0,1.025,42.0,0.073,2026-04-28 17:00:00,96.9,91.7,2.383130081300813,662.553,2961.348
2026-04-28,19:00:00,138.0,27.1,24.06,9.83,48.1,21.52,-0.9,4.96,1267.0,1.025,43.2,0.082,2026-04-28 19:00:00,94.8,89.9,2.447609359104781,684.48,2969.7599999999998
2026-04-28,21:00:00,137.7,26.9,22.81,9.97,47.1,21.95,-0.72,4.44,1244.0,1.025,40.5,0.093,2026-04-28 21:00:00,97.19999999999999,90.6,2.2878635907723166,611.388,3022.515
2026-04-28,23:00:00,137.8,25.0,24.18,10.09,46.5,21.17,-0.82,4.67,1254.0,1.026,40.3,0.095,2026-04-28 23:00:00,97.50000000000001,91.30000000000001,2.396432111000991,643.5260000000001,2917.2260000000006
2026-04-29,01:00:00,138.8,22.5,23.5,10.1,45.1,21.26,-0.81,4.78,1245.0,1.027,43.6,0.104,2026-04-29 01:00:00,95.20000000000002,93.70000000000002,2.326732673267327,663.464,2950.8880000000004
2026-04-29,03:00:00,136.7,19.9,24.26,10.18,44.9,20.63,-1.01,4.65,1262.0,1.02,40.8,0.119,2026-04-29 03:00:00,95.89999999999999,91.79999999999998,2.383104125736739,635.655,2820.1209999999996
2026-04-29,05:00:00,137.9,18.6,23.05,10.18,46.0,20.57,-0.72,4.74,1244.0,1.031,44.4,0.114,2026-04-29 05:00:00,93.5,91.9,2.264243614931238,653.6460000000001,2836.603
2026-04-29,07:00:00,137.8,18.5,23.17,10.08,45.1,21.69,-0.83,4.72,1248.0,1.028,44.3,0.106,2026-04-29 07:00:00,93.50000000000001,92.70000000000002,2.298611111111111,650.416,2988.8820000000005
2026-04-29,09:00:00,138.5,18.5,23.58,10.13,44.5,20.75,-1.01,4.65,1270.0,1.023,43.6,0.097,2026-04-29 09:00:00,94.9,94.0,2.3277393879565644,644.0250000000001,2873.875
2026-04-29,11:00:00,138.1,19.1,24.07,10.1,46.3,20.73,-1.14,4.73,1270.0,1.029,44.6,0.089,2026-04-29 11:00:00,93.5,91.8,2.383168316831683,653.2130000000001,2862.813
2026-04-29,13:00:00,139.3,21.0,23.79,10.06,45.5,21.11,-1.02,4.77,1261.0,1.022,41.7,0.087,2026-04-29 13:00:00,97.60000000000001,93.80000000000001,2.364811133200795,664.461,2940.623
2026-04-29,15:00:00,138.6,23.5,23.83,10.19,47.9,20.93,-0.99,4.69,1270.0,1.015,43.0,0.083,2026-04-29 15:00:00,95.6,90.69999999999999,2.338567222767419,650.034,2900.8979999999997
2026-04-29,17:00:00,137.9,25.1,24.17,9.87,48.5,20.98,-1.26,4.59,1297.0,1.019,40.9,0.091,2026-04-29 17:00:00,97.0,89.4,2.4488348530901725,632.961,2893.1420000000003
2026-04-29,19:00:00,138.4,26.5,23.9,9.72,47.9,21.33,-1.33,4.58,1290.0,1.027,45.8,0.074,2026-04-29 19:00:00,92.60000000000001,90.5,2.458847736625514,633.8720000000001,2952.0719999999997
2026-04-29,21:00:00,138.3,26.1,23.21,9.61,46.7,21.95,-0.68,4.57,1241.0,1.021,41.6,0.085,2026-04-29 21:00:00,96.70000000000002,91.60000000000001,2.415192507804371,632.0310000000001,3035.685
2026-04-29,23:00:00,138.6,24.8,23.44,9.62,49.6,21.19,-0.95,4.36,1258.0,1.017,41.6,0.076,2026-04-29 23:00:00,97.0,89.0,2.436590436590437,604.296,2936.934
2026-04-30,01:00:00,138.0,22.8,23.35,9.64,47.7,20.92,-0.9,4.63,1257.0,1.02,40.3,0.088,2026-04-30 01:00:00,97.7,90.3,2.422199170124481,638.9399999999999,2886.96
2026-04-30,03:00:00,137.9,20.0,23.93,9.53,46.5,21.82,-0.72,4.5,1249.0,1.03,45.6,0.082,2026-04-30 03:00:00,92.30000000000001,91.4,2.511017838405037,620.5500000000001,3008.978
2026-04-30,05:00:00,139.2,18.7,23.19,9.51,47.4,21.64,-0.67,4.7,1242.0,1.022,44.7,0.065,2026-04-30 05:00:00,94.49999999999999,91.79999999999998,2.438485804416404,654.24,3012.288
2026-04-30,07:00:00,139.4,18.5,23.34,9.51,47.3,21.2,-0.53,4.63,1227.0,1.028,44.2,0.071,2026-04-30 07:00:00,95.2,92.10000000000001,2.454258675078864,645.422,2955.28
2026-04-30,09:00:00,137.7,18.5,23.19,9.89,47.9,20.4,-0.62,4.78,1245.0,1.018,44.4,0.088,2026-04-30 09:00:00,93.29999999999998,89.79999999999998,2.34479271991911,658.206,2809.0799999999995
2026-04-30,11:00:00,139.1,19.0,23.53,10.15,46.6,20.35,-0.84,4.59,1245.0,1.032,45.6,0.089,2026-04-30 11:00:00,93.5,92.5,2.3182266009852217,638.4689999999999,2830.685
2026-04-30,13:00:00,138.4,21.1,23.26,10.14,48.1,20.55,-0.78,4.67,1238.0,1.025,44.3,0.091,2026-04-30 13:00:00,94.10000000000001,90.30000000000001,2.293885601577909,646.328,2844.1200000000003
2026-04-30,15:00:00,137.1,23.7,23.04,10.15,47.7,20.91,-0.91,4.58,1254.0,1.018,41.3,0.097,2026-04-30 15:00:00,95.8,89.39999999999999,2.269950738916256,627.918,2866.761
2026-04-30,17:00:00,136.3,25.4,24.27,10.09,49.8,20.16,-0.98,4.64,1261.0,1.028,40.5,0.094,2026-04-30 17:00:00,95.80000000000001,86.50000000000001,2.4053518334985133,632.432,2747.8080000000004
2026-04-30,19:00:00,137.6,26.2,23.56,9.96,49.5,20.58,-1.07,4.86,1254.0,1.026,41.3,0.077,2026-04-30 19:00:00,96.3,88.1,2.365461847389558,668.736,2831.8079999999995
2026-04-30,21:00:00,138.5,26.1,23.18,10.05,49.7,20.69,-0.56,4.92,1222.0,1.03,42.2,0.077,2026-04-30 21:00:00,96.3,88.8,2.306467661691542,681.42,2865.565
2026-04-30,23:00:00,137.7,24.0,22.97,10.05,48.8,19.58,-0.73,4.62,1237.0,1.026,42.0,0.104,2026-04-30 23:00:00,95.69999999999999,88.89999999999999,2.2855721393034822,636.174,2696.1659999999997
2026-05-01,01:00:00,138.2,21.4,23.17,10.15,48.0,20.62,-0.61,4.73,1235.0,1.03,44.8,0.087,2026-05-01 01:00:00,93.39999999999999,90.19999999999999,2.282758620689655,653.686,2849.6839999999997
2026-05-01,03:00:00,137.7,18.7,22.4,10.07,46.7,19.89,-0.45,4.78,1212.0,1.024,43.3,0.107,2026-05-01 03:00:00,94.39999999999999,90.99999999999999,2.224428997020854,658.206,2738.853
2026-05-01,05:00:00,137.5,18.5,23.15,10.11,47.9,20.35,-0.49,4.88,1213.0,1.027,42.4,0.094,2026-05-01 05:00:00,95.1,89.6,2.2898120672601383,671.0,2798.125
2026-05-01,07:00:00,137.3,18.5,23.26,10.23,48.3,20.15,-0.59,4.63,1231.0,1.026,43.3,0.099,2026-05-01 07:00:00,94.00000000000001,89.00000000000001,2.2737047898338223,635.6990000000001,2766.5950000000003
2026-05-01,09:00:00,137.8,18.5,22.81,10.36,46.6,20.27,-0.45,4.69,1208.0,1.026,44.7,0.1,2026-05-01 09:00:00,93.10000000000001,91.20000000000002,2.201737451737452,646.2820000000002,2793.206
2026-05-01,11:00:00,138.5,18.5,23.09,10.48,47.3,19.93,-0.45,4.98,1204.0,1.024,41.6,0.098,2026-05-01 11:00:00,96.9,91.2,2.20324427480916,689.73,2760.305
2026-05-01,13:00:00,137.4,19.5,23.55,10.38,47.3,19.0,-0.67,4.68,1229.0,1.017,40.0,0.112,2026-05-01 13:00:00,97.4,90.10000000000001,2.26878612716763,643.032,2610.6
2026-05-01,15:00:00,138.8,21.5,24.27,10.53,47.4,19.38,-1.2,4.9,1267.0,1.029,44.6,0.088,2026-05-01 15:00:00,94.20000000000002,91.4,2.304843304843305,680.1200000000001,2689.944
2026-05-01,17:00:00,138.3,24.0,24.09,10.47,46.7,19.76,-1.38,4.96,1294.0,1.03,44.0,0.096,2026-05-01 17:00:00,94.30000000000001,91.60000000000001,2.3008595988538683,685.9680000000001,2732.8080000000004
2026-05-01,19:00:00,138.4,24.5,24.22,10.56,46.8,19.53,-1.29,5.02,1287.0,1.024,39.7,0.09,2026-05-01 19:00:00,98.7,91.60000000000001,2.293560606060606,694.7679999999999,2702.952
2026-05-01,21:00:00,138.8,24.6,23.29,10.57,47.1,19.77,-0.82,4.96,1250.0,1.029,42.0,0.093,2026-05-01 21:00:00,96.80000000000001,91.70000000000002,2.2034058656575213,688.4480000000001,2744.076
2026-05-01,23:00:00,139.7,23.1,24.14,10.41,45.4,20.05,-1.06,4.9,1263.0,1.025,42.5,0.089,2026-05-01 23:00:00,97.19999999999999,94.29999999999998,2.318924111431316,684.53,2800.9849999999997
2026-05-02,01:00:00,139.5,21.3,24.01,10.39,47.6,20.03,-1.05,5.04,1266.0,1.028,43.7,0.085,2026-05-02 01:00:00,95.8,91.9,2.310875842155919,703.08,2794.185
2026-05-02,03:00:00,139.3,19.9,23.43,10.44,46.2,19.71,-1.07,4.99,1264.0,1.029,44.5,0.099,2026-05-02 03:00:00,94.80000000000001,93.10000000000001,2.2442528735632186,695.1070000000001,2745.6030000000005
2026-05-02,05:00:00,140.0,18.5,24.0,10.5,45.3,19.09,-1.04,4.88,1270.0,1.036,43.1,0.097,2026-05-02 05:00:00,96.9,94.7,2.2857142857142856,683.1999999999999,2672.6
2026-05-02,07:00:00,141.1,18.5,22.99,10.46,43.5,19.65,-0.73,4.96,1245.0,1.022,43.9,0.096,2026-05-02 07:00:00,97.19999999999999,97.6,2.197896749521988,699.856,2772.615
2026-05-02,09:00:00,140.1,18.5,24.12,10.61,43.7,19.82,-1.04,5.02,1272.0,1.038,44.5,0.097,2026-05-02 09:00:00,95.6,96.39999999999999,2.273327049952875,703.3019999999999,2776.782
2026-05-02,11:00:00,141.1,18.5,23.83,10.68,45.1,19.25,-1.18,5.19,1284.0,1.027,45.6,0.096,2026-05-02 11:00:00,95.5,96.0,2.2312734082397,732.309,2716.1749999999997
2026-05-02,13:00:00,140.6,18.8,24.73,10.6,46.7,19.99,-1.41,5.05,1291.0,1.028,44.3,0.079,2026-05-02 13:00:00,96.3,93.89999999999999,2.3330188679245283,710.03,2810.5939999999996
2026-05-02,15:00:00,139.8,21.1,24.34,10.64,45.2,20.09,-1.16,5.1,1275.0,1.031,45.2,0.096,2026-05-02 15:00:00,94.60000000000001,94.60000000000001,2.287593984962406,712.98,2808.5820000000003
2026-05-02,17:00:00,139.5,22.8,25.44,10.8,46.9,19.68,-1.42,4.91,1299.0,1.031,42.8,0.081,2026-05-02 17:00:00,96.7,92.6,2.3555555555555556,684.945,2745.36
2026-05-02,19:00:00,138.9,24.2,24.44,10.95,46.2,18.45,-1.09,4.94,1269.0,1.025,41.1,0.109,2026-05-02 19:00:00,97.80000000000001,92.7,2.231963470319635,686.166,2562.705
2026-05-02,21:00:00,139.4,24.4,24.58,10.72,46.8,19.37,-1.34,4.91,1298.0,1.029,42.8,0.094,2026-05-02 21:00:00,96.60000000000001,92.60000000000001,2.292910447761194,684.4540000000001,2700.1780000000003
2026-05-02,23:00:00,139.0,24.6,24.87,10.57,47.8,20.7,-1.2,4.88,1293.0,1.034,42.5,0.077,2026-05-02 23:00:00,96.5,91.2,2.3528855250709557,678.3199999999999,2877.2999999999997
2026-05-03,01:00:00,138.9,22.7,23.84,10.71,46.1,19.75,-1.08,4.79,1280.0,1.04,43.9,0.101,2026-05-03 01:00:00,95.0,92.80000000000001,2.225957049486461,665.331,2743.275
2026-05-03,03:00:00,139.2,20.1,23.97,10.55,45.3,19.48,-1.23,5.02,1281.0,1.028,42.3,0.093,2026-05-03 03:00:00,96.89999999999999,93.89999999999999,2.2720379146919427,698.7839999999999,2711.616
2026-05-03,05:00:00,139.2,18.5,23.95,10.38,46.6,20.83,-0.9,4.92,1260.0,1.031,43.0,0.078,2026-05-03 05:00:00,96.19999999999999,92.6,2.3073217726396913,684.8639999999999,2899.5359999999996
2026-05-03,07:00:00,139.5,18.5,22.09,10.34,45.7,20.51,-0.45,4.76,1216.0,1.027,44.3,0.104,2026-05-03 07:00:00,95.2,93.8,2.1363636363636362,664.02,2861.1450000000004
2026-05-03,09:00:00,139.1,18.7,23.83,10.4,46.8,20.87,-1.02,4.87,1261.0,1.037,45.0,0.085,2026-05-03 09:00:00,94.1,92.3,2.2913461538461535,677.417,2903.017
2026-05-03,11:00:00,138.2,20.3,23.12,10.4,46.0,20.63,-0.69,4.81,1244.0,1.024,41.3,0.106,2026-05-03 11:00:00,96.89999999999999,92.19999999999999,2.223076923076923,664.7419999999998,2851.066
