date,time,dryer_air_temperature,cooler_air_temperature,air_flow_rate,wet_product_feed_rate,product_inlet_temperature,residence_time,vacuum,steam_pressure,fan_speed,product_density,final_product_temp,final_moisture_h₂o,timestamp,temperature_drop,air_product_delta,air_per_feed,steam_temp_interaction,heating_index
2026-05-02,23:00:00,139.7,20.9,20.41,10.38,63.1,20.94,-0.98,4.43,84.5,1.036,45.2,0.107,2026-05-02 23:00:00,94.49999999999999,76.6,1.9662813102119459,618.8709999999999,2925.3179999999998
2026-05-03,01:00:00,141.0,20.1,21.15,9.62,65.0,22.36,-1.09,4.46,82.3,1.025,48.6,0.071,2026-05-03 01:00:00,92.4,76.0,2.1985446985446986,628.86,3152.7599999999998
2026-05-03,03:00:00,142.5,21.3,19.93,9.89,63.3,21.9,-1.36,4.6,80.0,1.026,48.4,0.069,2026-05-03 03:00:00,94.1,79.2,2.0151668351870575,655.5,3120.75
2026-05-03,05:00:00,140.6,21.3,21.32,9.7,60.1,22.72,-1.21,4.36,82.0,1.029,46.0,0.068,2026-05-03 05:00:00,94.6,80.5,2.197938144329897,613.0160000000001,3194.432
2026-05-03,07:00:00,136.9,24.2,19.72,10.51,59.9,21.3,-1.21,4.0,81.4,1.033,45.0,0.111,2026-05-03 07:00:00,91.9,77.0,1.8763082778306375,547.6,2915.9700000000003
2026-05-03,09:00:00,140.0,27.1,20.76,9.49,59.7,21.72,-0.94,4.24,82.4,1.029,45.1,0.09,2026-05-03 09:00:00,94.9,80.3,2.1875658587987354,593.6,3040.7999999999997
2026-05-03,11:00:00,140.6,29.5,21.84,10.28,62.3,21.11,-1.36,4.57,84.1,1.026,45.5,0.089,2026-05-03 11:00:00,95.1,78.3,2.124513618677043,642.542,2968.066
2026-05-03,13:00:00,143.9,31.3,20.08,9.52,60.2,21.72,-1.22,4.44,81.7,1.03,46.9,0.078,2026-05-03 13:00:00,97.0,83.7,2.1092436974789917,638.916,3125.508
2026-05-03,15:00:00,139.2,28.4,21.28,9.56,65.3,22.05,-1.23,4.13,84.9,1.022,43.0,0.059,2026-05-03 15:00:00,96.19999999999999,73.89999999999999,2.225941422594142,574.896,3069.3599999999997
2026-05-03,17:00:00,141.3,29.9,20.29,10.43,61.1,19.9,-1.08,4.33,81.2,1.039,44.5,0.097,2026-05-03 17:00:00,96.80000000000001,80.20000000000002,1.9453499520613615,611.8290000000001,2811.87
2026-05-03,21:00:00,139.9,23.6,21.18,9.85,61.1,22.69,-0.96,4.23,81.1,1.024,45.4,0.077,2026-05-03 21:00:00,94.5,78.80000000000001,2.150253807106599,591.777,3174.331
2026-05-03,23:00:00,139.4,22.1,20.01,9.83,62.0,21.51,-1.07,4.58,81.3,1.026,44.8,0.094,2026-05-03 23:00:00,94.60000000000001,77.4,2.0356052899287898,638.452,2998.494
2026-05-04,01:00:00,141.2,20.1,20.18,9.6,63.7,21.98,-1.03,4.26,78.6,1.02,47.4,0.081,2026-05-04 01:00:00,93.79999999999998,77.49999999999999,2.1020833333333333,601.512,3103.576
2026-05-04,03:00:00,142.8,22.7,21.41,10.28,66.2,21.15,-1.19,4.41,82.6,1.032,47.7,0.062,2026-05-04 03:00:00,95.10000000000001,76.60000000000001,2.082684824902724,629.748,3020.2200000000003
2026-05-04,05:00:00,141.8,24.1,20.34,9.53,63.3,22.17,-0.96,4.45,77.8,1.013,49.2,0.063,2026-05-04 05:00:00,92.60000000000001,78.50000000000001,2.1343126967471147,631.0100000000001,3143.7060000000006
2026-05-04,07:00:00,140.3,26.6,19.9,9.06,65.7,22.08,-1.06,4.06,81.1,1.024,49.0,0.051,2026-05-04 07:00:00,91.30000000000001,74.60000000000001,2.196467991169978,569.6179999999999,3097.824
2026-05-04,09:00:00,139.6,28.9,20.0,10.0,61.7,21.13,-1.09,4.1,78.6,1.028,44.5,0.096,2026-05-04 09:00:00,95.1,77.89999999999999,2.0,572.3599999999999,2949.7479999999996
2026-05-04,11:00:00,139.9,29.9,19.53,10.3,64.0,22.34,-1.22,4.49,79.9,1.026,48.4,0.086,2026-05-04 11:00:00,91.5,75.9,1.896116504854369,628.1510000000001,3125.366
2026-05-04,13:00:00,140.4,33.8,19.94,10.13,63.4,23.71,-1.1,4.4,80.1,1.039,43.5,0.092,2026-05-04 13:00:00,96.9,77.0,1.968410661401777,617.7600000000001,3328.8840000000005
2026-05-04,15:00:00,139.9,30.7,19.65,9.62,62.8,23.05,-0.83,4.42,79.1,1.019,44.1,0.088,2026-05-04 15:00:00,95.80000000000001,77.10000000000001,2.042619542619543,618.3580000000001,3224.695
2026-05-04,17:00:00,140.9,29.5,20.18,10.37,62.5,21.16,-1.22,4.59,84.5,1.025,44.0,0.091,2026-05-04 17:00:00,96.9,78.4,1.9459980713596916,646.731,2981.444
2026-05-04,19:00:00,141.5,27.2,20.62,10.05,63.4,21.58,-1.1,4.9,82.7,1.017,42.9,0.073,2026-05-04 19:00:00,98.6,78.1,2.0517412935323383,693.35,3053.5699999999997
2026-05-04,21:00:00,140.8,22.8,21.14,10.37,64.6,21.38,-1.22,4.35,82.9,1.036,46.5,0.1,2026-05-04 21:00:00,94.30000000000001,76.20000000000002,2.0385728061716493,612.48,3010.304
2026-05-04,23:00:00,140.9,21.8,21.72,10.53,67.5,21.3,-1.19,4.71,83.7,1.039,45.6,0.066,2026-05-04 23:00:00,95.30000000000001,73.4,2.0626780626780628,663.639,3001.17
2026-05-05,01:00:00,141.6,24.4,20.95,10.1,66.7,21.98,-1.09,4.54,83.8,1.029,50.7,0.087,2026-05-05 01:00:00,90.89999999999999,74.89999999999999,2.0742574257425743,642.864,3112.368
2026-05-05,03:00:00,138.3,20.0,21.03,10.38,63.3,21.47,-1.25,4.34,81.9,1.032,47.4,0.099,2026-05-05 03:00:00,90.9,75.00000000000001,2.0260115606936417,600.222,2969.301
2026-05-05,05:00:00,141.5,24.0,20.74,10.19,61.7,22.08,-1.05,4.66,81.8,1.016,49.5,0.096,2026-05-05 05:00:00,92.0,79.8,2.0353287536800786,659.39,3124.3199999999997
2026-05-05,07:00:00,141.2,27.5,21.78,10.77,67.0,21.41,-1.33,4.58,84.7,1.035,47.8,0.107,2026-05-05 07:00:00,93.39999999999999,74.19999999999999,2.022284122562674,646.6959999999999,3023.0919999999996
2026-05-05,09:00:00,140.0,28.3,21.53,10.87,62.0,21.73,-1.31,4.46,81.2,1.032,44.7,0.096,2026-05-05 09:00:00,95.3,78.0,1.9806807727690894,624.4,3042.2000000000003
2026-05-05,11:00:00,139.4,30.7,20.9,10.34,63.5,20.88,-1.24,4.42,82.9,1.024,45.6,0.123,2026-05-05 11:00:00,93.80000000000001,75.9,2.0212765957446805,616.148,2910.672
2026-05-05,13:00:00,140.2,33.6,19.46,9.79,62.8,22.11,-1.09,4.05,77.2,1.028,45.0,0.092,2026-05-05 13:00:00,95.19999999999999,77.39999999999999,1.9877425944841678,567.81,3099.8219999999997
2026-05-05,17:00:00,139.8,29.5,19.56,10.23,64.9,22.04,-1.13,4.09,80.2,1.024,44.9,0.082,2026-05-05 17:00:00,94.9,74.9,1.912023460410557,571.782,3081.192
2026-05-05,19:00:00,141.7,26.1,19.13,9.97,61.7,22.04,-1.08,4.4,78.5,1.03,45.1,0.082,2026-05-05 19:00:00,96.6,79.99999999999999,1.918756268806419,623.48,3123.0679999999998
2026-05-05,21:00:00,138.7,22.5,20.14,9.57,59.0,22.42,-0.91,4.03,78.2,1.018,46.3,0.124,2026-05-05 21:00:00,92.39999999999999,79.69999999999999,2.1044932079414838,558.961,3109.654
2026-05-05,23:00:00,138.5,22.3,19.39,9.66,62.1,21.08,-1.2,4.03,78.5,1.026,44.9,0.1,2026-05-05 23:00:00,93.6,76.4,2.0072463768115942,558.1550000000001,2919.58
2026-05-06,01:00:00,139.0,21.9,20.2,9.24,62.7,21.71,-1.11,4.28,78.0,1.025,45.6,0.089,2026-05-06 01:00:00,93.4,76.3,2.186147186147186,594.9200000000001,3017.69
2026-05-06,05:00:00,138.7,23.4,19.37,8.78,63.2,21.42,-1.0,3.92,74.4,1.023,47.9,0.126,2026-05-06 05:00:00,90.79999999999998,75.49999999999999,2.2061503416856496,543.704,2970.954
2026-05-06,07:00:00,139.2,26.2,18.95,8.9,59.9,22.44,-0.68,3.79,74.6,1.013,48.0,0.099,2026-05-06 07:00:00,91.19999999999999,79.29999999999998,2.129213483146067,527.568,3123.648
2026-05-06,09:00:00,139.8,28.9,20.2,9.46,64.8,21.73,-0.99,4.29,78.6,1.013,48.5,0.09,2026-05-06 09:00:00,91.30000000000001,75.00000000000001,2.135306553911205,599.7420000000001,3037.8540000000003
2026-05-06,11:00:00,136.1,29.0,19.61,10.02,61.2,22.47,-1.04,3.72,78.2,1.018,43.9,0.114,2026-05-06 11:00:00,92.19999999999999,74.89999999999999,1.9570858283433135,506.29200000000003,3058.167
2026-05-06,13:00:00,141.5,32.3,20.77,9.94,64.7,20.76,-1.05,4.2,77.2,1.039,42.4,0.087,2026-05-06 13:00:00,99.1,76.8,2.08953722334004,594.3000000000001,2937.5400000000004
2026-05-06,15:00:00,140.0,31.6,20.45,10.11,63.3,22.17,-1.12,4.18,79.1,1.027,46.9,0.085,2026-05-06 15:00:00,93.1,76.7,2.0227497527200793,585.1999999999999,3103.8
2026-05-06,17:00:00,138.6,29.2,21.09,9.92,62.1,21.5,-1.01,4.05,77.9,1.012,45.4,0.098,2026-05-06 17:00:00,93.19999999999999,76.5,2.126008064516129,561.3299999999999,2979.9
2026-05-06,19:00:00,138.9,26.7,21.04,10.33,63.1,20.93,-1.14,4.49,81.9,1.022,45.9,0.1,2026-05-06 19:00:00,93.0,75.80000000000001,2.036786060019361,623.6610000000001,2907.177
2026-05-06,21:00:00,141.4,25.4,19.86,10.07,64.3,20.66,-1.18,4.46,83.7,1.03,46.5,0.083,2026-05-06 21:00:00,94.9,77.10000000000001,1.9721946375372392,630.644,2921.324
2026-05-06,23:00:00,142.1,21.6,20.13,9.79,66.2,20.7,-0.95,4.34,76.9,1.016,48.6,0.095,2026-05-06 23:00:00,93.5,75.89999999999999,2.056179775280899,616.7139999999999,2941.47
2026-05-07,01:00:00,137.7,21.8,20.49,9.82,63.4,21.78,-1.18,4.31,78.5,1.023,44.7,0.094,2026-05-07 01:00:00,92.99999999999999,74.29999999999998,2.0865580448065173,593.4869999999999,2999.1059999999998
2026-05-07,03:00:00,140.2,23.6,19.57,9.77,64.6,21.77,-0.98,4.36,81.1,1.017,46.1,0.087,2026-05-07 03:00:00,94.1,75.6,2.0030706243602867,611.272,3052.1539999999995
2026-05-07,05:00:00,136.8,24.2,20.53,10.44,64.0,21.65,-1.01,4.66,80.0,1.034,46.3,0.097,2026-05-07 05:00:00,90.50000000000001,72.80000000000001,1.9664750957854409,637.488,2961.7200000000003
2026-05-07,07:00:00,139.5,25.3,21.46,9.69,62.2,22.22,-1.14,4.27,81.0,1.022,44.7,0.104,2026-05-07 07:00:00,94.8,77.3,2.2146542827657383,595.665,3099.69
2026-05-07,09:00:00,137.7,28.4,19.81,10.34,65.8,19.97,-1.12,4.25,80.3,1.036,47.2,0.126,2026-05-07 09:00:00,90.49999999999999,71.89999999999999,1.915860735009671,585.2249999999999,2749.8689999999997
2026-05-07,11:00:00,142.6,30.9,20.62,10.69,62.8,21.5,-1.11,4.81,84.0,1.029,46.7,0.073,2026-05-07 11:00:00,95.89999999999999,79.8,1.928905519176801,685.906,3065.9
2026-05-07,13:00:00,142.0,32.2,22.45,11.08,65.0,20.42,-1.26,4.71,85.5,1.031,45.7,0.09,2026-05-07 13:00:00,96.3,77.0,2.026173285198556,668.82,2899.6400000000003
2026-05-07,15:00:00,140.6,28.9,20.25,10.11,62.4,21.22,-1.06,4.24,78.5,1.028,46.9,0.102,2026-05-07 15:00:00,93.69999999999999,78.19999999999999,2.0029673590504453,596.144,2983.5319999999997
2026-05-07,17:00:00,136.5,30.0,21.45,9.8,61.9,22.96,-1.27,4.23,81.6,1.031,44.0,0.153,2026-05-07 17:00:00,92.5,74.6,2.1887755102040813,577.3950000000001,3134.04
2026-05-07,19:00:00,135.6,25.6,21.59,10.07,63.5,22.21,-1.2,4.33,83.9,1.019,44.2,0.108,2026-05-07 19:00:00,91.39999999999999,72.1,2.143992055610725,587.148,3011.676
2026-05-07,21:00:00,139.5,23.6,19.8,9.99,62.2,22.76,-1.12,4.16,80.6,1.024,47.3,0.105,2026-05-07 21:00:00,92.2,77.3,1.981981981981982,580.32,3175.0200000000004
2026-05-07,23:00:00,141.5,22.4,21.26,9.77,64.8,21.71,-1.17,4.5,80.6,1.031,47.9,0.075,2026-05-07 23:00:00,93.6,76.7,2.1760491299897646,636.75,3071.965
2026-05-08,01:00:00,139.7,20.5,20.23,10.2,61.0,20.55,-1.16,4.6,83.0,1.02,46.8,0.123,2026-05-08 01:00:00,92.89999999999999,78.69999999999999,1.9833333333333336,642.6199999999999,2870.835
2026-05-08,03:00:00,138.7,21.4,21.0,10.38,64.6,22.81,-1.13,4.41,82.5,1.034,44.8,0.098,2026-05-08 03:00:00,93.89999999999999,74.1,2.0231213872832368,611.6669999999999,3163.7469999999994
2026-05-08,05:00:00,138.6,22.5,20.49,9.47,60.6,21.51,-1.12,4.0,81.9,1.026,46.0,0.107,2026-05-08 05:00:00,92.6,78.0,2.1636747624076027,554.4,2981.286
2026-05-08,07:00:00,137.7,27.9,20.18,10.9,64.0,20.27,-1.14,4.66,79.9,1.029,47.4,0.141,2026-05-08 07:00:00,90.29999999999998,73.69999999999999,1.8513761467889907,641.682,2791.1789999999996
2026-05-08,09:00:00,137.0,30.4,21.07,10.93,62.5,20.75,-1.28,4.36,84.0,1.027,43.6,0.13,2026-05-08 09:00:00,93.4,74.5,1.9277218664226898,597.32,2842.75
2026-05-08,11:00:00,139.1,31.3,20.85,10.01,60.1,20.96,-1.03,4.36,81.1,1.02,44.8,0.09,2026-05-08 11:00:00,94.3,79.0,2.082917082917083,606.476,2915.536
2026-05-08,13:00:00,140.9,32.4,19.96,9.23,64.7,23.5,-0.98,4.14,78.3,1.029,48.1,0.061,2026-05-08 13:00:00,92.80000000000001,76.2,2.162513542795233,583.326,3311.15
2026-05-08,15:00:00,139.1,30.4,20.55,9.98,64.0,22.88,-0.94,4.32,79.8,1.023,44.7,0.075,2026-05-08 15:00:00,94.39999999999999,75.1,2.059118236472946,600.912,3182.6079999999997
2026-05-08,17:00:00,141.7,27.5,20.06,9.39,63.6,20.45,-1.07,4.43,78.9,1.035,47.5,0.085,2026-05-08 17:00:00,94.19999999999999,78.1,2.136315228966986,627.7309999999999,2897.765
2026-05-08,19:00:00,138.7,26.0,20.93,10.34,62.7,20.63,-1.23,4.52,81.9,1.035,46.5,0.103,2026-05-08 19:00:00,92.19999999999999,75.99999999999999,2.0241779497098644,626.9239999999999,2861.3809999999994
2026-05-08,21:00:00,138.3,25.1,20.13,9.86,63.4,21.72,-1.03,4.21,77.7,1.013,45.6,0.09,2026-05-08 21:00:00,92.70000000000002,74.9,2.0415821501014197,582.243,3003.876
2026-05-08,23:00:00,137.9,24.5,20.85,9.82,61.8,21.92,-1.25,4.23,82.2,1.017,45.4,0.092,2026-05-08 23:00:00,92.5,76.10000000000001,2.1232179226069245,583.3170000000001,3022.7680000000005
2026-05-09,01:00:00,140.9,23.1,20.06,9.5,63.4,21.29,-1.19,4.74,81.5,1.027,46.2,0.084,2026-05-09 01:00:00,94.7,77.5,2.1115789473684208,667.8660000000001,2999.761
2026-05-09,03:00:00,141.3,23.7,20.44,9.6,60.9,20.95,-1.32,4.62,83.5,1.015,48.9,0.091,2026-05-09 03:00:00,92.4,80.4,2.129166666666667,652.806,2960.235
2026-05-09,05:00:00,140.7,24.4,20.62,10.28,64.0,22.09,-1.19,4.37,82.8,1.032,44.7,0.091,2026-05-09 05:00:00,95.99999999999999,76.69999999999999,2.005836575875487,614.8589999999999,3108.0629999999996
2026-05-09,07:00:00,141.3,25.9,20.23,9.84,63.5,21.52,-1.07,4.82,82.1,1.025,47.6,0.075,2026-05-09 07:00:00,93.70000000000002,77.80000000000001,2.0558943089430897,681.0660000000001,3040.7760000000003
2026-05-09,09:00:00,141.4,28.5,21.76,9.41,61.9,21.6,-1.12,4.89,85.8,1.028,45.4,0.073,2026-05-09 09:00:00,96.0,79.5,2.312433581296493,691.446,3054.2400000000002
2026-05-09,11:00:00,142.2,30.9,21.65,9.95,62.6,21.22,-1.02,4.61,83.1,1.025,45.4,0.089,2026-05-09 11:00:00,96.79999999999998,79.6,2.1758793969849246,655.542,3017.4839999999995
2026-05-09,13:00:00,141.7,31.1,22.19,9.68,63.3,21.35,-1.19,4.61,85.1,1.024,43.0,0.063,2026-05-09 13:00:00,98.69999999999999,78.39999999999999,2.2923553719008267,653.237,3025.295
2026-05-09,15:00:00,140.2,31.8,19.72,10.34,62.4,22.19,-1.24,4.43,79.6,1.025,46.4,0.094,2026-05-09 15:00:00,93.79999999999998,77.79999999999998,1.9071566731141198,621.0859999999999,3111.038
2026-05-09,17:00:00,139.6,29.0,21.94,9.59,59.9,21.66,-1.28,4.48,85.1,1.033,44.4,0.084,2026-05-09 17:00:00,95.19999999999999,79.69999999999999,2.2877997914494266,625.408,3023.736
2026-05-09,19:00:00,139.7,28.0,20.46,10.54,63.7,20.99,-1.18,4.36,82.6,1.034,46.0,0.089,2026-05-09 19:00:00,93.69999999999999,75.99999999999999,1.9411764705882355,609.092,2932.3029999999994
2026-05-09,21:00:00,140.5,23.1,21.11,9.79,64.6,21.3,-1.29,4.54,83.5,1.026,48.3,0.081,2026-05-09 21:00:00,92.2,75.9,2.1562819203268644,637.87,2992.65
2026-05-09,23:00:00,139.6,22.4,20.54,10.57,63.9,21.3,-1.32,4.34,84.9,1.022,49.4,0.092,2026-05-09 23:00:00,90.19999999999999,75.69999999999999,1.943235572374645,605.8639999999999,2973.48
2026-05-10,01:00:00,140.1,23.3,20.63,10.4,63.6,20.85,-1.2,4.52,83.4,1.019,45.4,0.098,2026-05-10 01:00:00,94.69999999999999,76.5,1.983653846153846,633.252,2921.085
2026-05-10,03:00:00,143.6,20.1,21.41,10.96,64.3,19.53,-1.01,4.81,82.3,1.031,49.9,0.101,2026-05-10 03:00:00,93.69999999999999,79.3,1.9534671532846715,690.7159999999999,2804.5080000000003
2026-05-10,05:00:00,140.1,24.7,20.69,10.09,62.2,21.72,-1.23,4.39,83.1,1.033,46.3,0.092,2026-05-10 05:00:00,93.8,77.89999999999999,2.0505450941526266,615.0389999999999,3042.9719999999998
2026-05-10,07:00:00,140.3,27.9,19.3,9.85,62.5,21.29,-1.07,4.18,79.7,1.026,45.4,0.093,2026-05-10 07:00:00,94.9,77.80000000000001,1.9593908629441625,586.454,2986.987
2026-05-10,09:00:00,139.6,28.1,20.35,10.45,62.1,21.3,-1.33,4.14,80.3,1.029,47.7,0.101,2026-05-10 09:00:00,91.89999999999999,77.5,1.9473684210526319,577.944,2973.48
2026-05-10,11:00:00,139.7,29.4,21.8,9.95,65.1,21.44,-1.23,4.4,83.8,1.041,42.9,0.089,2026-05-10 11:00:00,96.79999999999998,74.6,2.190954773869347,614.68,2995.168
2026-05-10,13:00:00,141.4,30.9,21.09,10.03,62.9,21.45,-1.23,4.7,82.7,1.028,44.4,0.083,2026-05-10 13:00:00,97.0,78.5,2.1026919242273183,664.58,3033.03
2026-05-10,15:00:00,138.9,33.1,19.33,9.32,66.7,23.02,-1.06,4.11,82.2,1.033,42.8,0.073,2026-05-10 15:00:00,96.10000000000001,72.2,2.0740343347639483,570.879,3197.478
2026-05-10,19:00:00,140.1,26.8,20.17,10.11,59.8,22.99,-1.09,4.59,79.9,1.03,48.0,0.076,2026-05-10 19:00:00,92.1,80.3,1.9950544015825917,643.059,3220.8989999999994
2026-05-10,21:00:00,140.1,22.3,20.34,10.01,60.7,21.42,-1.2,4.5,82.5,1.033,47.6,0.1,2026-05-10 21:00:00,92.5,79.39999999999999,2.031968031968032,630.4499999999999,3000.942
2026-05-10,23:00:00,138.0,20.7,20.34,10.34,64.6,20.81,-1.27,4.38,82.2,1.027,46.7,0.106,2026-05-10 23:00:00,91.3,73.4,1.9671179883945842,604.4399999999999,2871.7799999999997
2026-05-11,01:00:00,140.3,20.7,20.73,10.04,61.7,21.02,-1.31,4.51,84.1,1.024,46.8,0.095,2026-05-11 01:00:00,93.50000000000001,78.60000000000001,2.064741035856574,632.753,2949.106
2026-05-11,03:00:00,142.5,19.9,19.89,10.27,64.6,21.31,-1.44,4.55,82.4,1.02,54.1,0.074,2026-05-11 03:00:00,88.4,77.9,1.9367088607594938,648.375,3036.6749999999997
2026-05-11,05:00:00,138.9,22.8,20.57,9.88,64.0,22.07,-1.21,4.33,79.4,1.037,46.6,0.081,2026-05-11 05:00:00,92.30000000000001,74.9,2.081983805668016,601.437,3065.523
2026-05-11,07:00:00,142.4,25.5,21.32,9.72,61.5,22.48,-1.11,4.36,80.4,1.019,52.2,0.066,2026-05-11 07:00:00,90.2,80.9,2.193415637860082,620.864,3201.152
2026-05-11,09:00:00,140.8,30.2,19.55,8.88,61.5,22.08,-0.91,3.92,79.2,1.024,44.3,0.076,2026-05-11 09:00:00,96.50000000000001,79.30000000000001,2.2015765765765765,551.936,3108.864
2026-05-11,11:00:00,140.6,29.9,18.53,8.98,63.1,21.36,-0.9,4.19,75.8,1.022,46.0,0.071,2026-05-11 11:00:00,94.6,77.5,2.06347438752784,589.114,3003.216
2026-05-11,13:00:00,135.8,30.8,18.61,9.22,57.0,22.67,-1.15,3.81,76.9,1.025,42.3,0.122,2026-05-11 13:00:00,93.50000000000001,78.80000000000001,2.0184381778741862,517.398,3078.5860000000007
2026-05-11,15:00:00,137.6,29.7,19.39,9.32,59.8,23.39,-0.99,3.83,75.8,1.019,45.6,0.084,2026-05-11 15:00:00,92.0,77.8,2.0804721030042916,527.008,3218.464
2026-05-11,17:00:00,137.0,28.2,19.67,9.35,61.4,21.95,-1.06,3.69,75.9,1.028,46.7,0.085,2026-05-11 17:00:00,90.3,75.6,2.1037433155080216,505.53,3007.15
2026-05-11,19:00:00,138.2,26.5,18.78,9.13,58.9,22.25,-1.08,4.09,76.3,1.023,44.4,0.104,2026-05-11 19:00:00,93.79999999999998,79.29999999999998,2.0569550930996714,565.2379999999999,3074.95
2026-05-11,21:00:00,139.4,22.2,20.05,9.35,62.1,23.26,-1.13,3.73,79.4,1.028,47.2,0.078,2026-05-11 21:00:00,92.2,77.30000000000001,2.144385026737968,519.962,3242.4440000000004
